geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
CPT2	860.25	740.9	1160.55	1094.95	734.45	929.45	557.2	812.8	667.45	868.6
CPTP	561.5	837.9	566.1	375.8	896.5	907.3	934.4	789.6	598.2	769.5
CPVL	10.2	20.4	8	64.6	57.7	14.6	328.8	14.7	52.4	11.3
CPXCR1	39.75	37.2	67.35	33	45.4	116.85	129.05	60.9	81.05	21.4
CPXM1	137	46.9	26.4	37.3	83.5	33.1	185.6	51.8	48.1	38.7
CPXM2	450.966666666667	413.033333333333	260.6	488.633333333333	895.3	456.633333333333	1263	217.766666666667	513.133333333333	610.566666666667
CR1	46.98	136.28	56.84	49.32	127.92	78.32	264.96	58.54	153.94	90
CR1L	28.9	7.4	7.4	47.6	20.7	44.5	61.7	17.5	50.3	18.5
CR2	10.1	9.55	24.6	33.65	12.05	10.4	67.25	16.05	33	12
CR936796	172.733333333333	173.233333333333	94.1666666666667	172.9	86.4333333333333	279.466666666667	257.033333333333	130.866666666667	121	93.6
CRABP1	70.3	25.7	49.1	14.8	78.5	65.3	94.7	31.95	112.45	15.55
CRABP2	1585.9	1334.2	3129.6	1028.8	657.1	1358.3	1853.6	943.1	802.6	1129.3
CRADD	894.5	979.4	1669.4	1839.4	1305.9	1301.7	2425.2	1132.3	1416.1	1450.1
CRAMP1L	362.45	386.65	303.3	375.25	324.8	361.45	206.25	269.85	287.8	230.95
CRAT	2518.55	2257.35	2650.35	2793.05	1873	1910.5	1464.7	1395.55	1772.25	1541.05
CRB1	42.6	96	40.5	49.2	28.1	142.2	117.95	52.9	123.7	83.55
CRB2	58.5	50.5	16.3	80	18.3	16.3	150.6	28.3	62.3	17.8
CRB3	56.6	133.2	52	49.2	44	204.6	121.8	103	303.5	85.2
CRBN	3008.4	2593.65	2968.25	2376.95	3002.25	2583.85	3068.1	2160.6	2964.75	2051.9
CRCP	487.45	613.85	642.2	443.15	544.25	594.85	869.25	567.75	784.65	412.95
CRCT1	25.7	20.9	55.3	3.7	10.6	13.9	128.9	13.3	24.4	21.6
CREB1	2456.3	3118.75714285714	1895.41428571429	2104.24285714286	1970.32857142857	2261.12857142857	1680.42857142857	2189.08571428571	2531.21428571429	2340.27142857143
CREB3	3440.2	3591	2869.4	2802.2	4817.8	3834.8	3275.6	3832.8	3567.4	3577.4
CREB3L1	3692.45	6155.2	2474	2945.05	2352.35	5601.65	4869.7	5431.6	4952.15	4951.95
CREB3L2	3663.96666666667	3139.03333333333	2774.23333333333	3055.3	2324.93333333333	2662.83333333333	2484.2	2662.33333333333	2561.2	3158.16666666667
CREB3L3	4.3	11.5	35.1	38.1	14.2	31.3	71	31.8	10.2	11.8
CREB3L4	454.6	411.1	428.4	538.5	206.5	448.8	535.8	218.2	348.6	437.2
CREB5	113.7	348.5	139.6	200.8	41.3	116.4	262.3	127.7	230.4	36.9
CREBBP	1071.175	1236.35	1087.325	1155.35	806.6	1059.95	599.2	937.4	888.7	860.9
CREBL2	2881.43333333333	2475.16666666667	3089.93333333333	2869.16666666667	2578.06666666667	1799.16666666667	1914.96666666667	2755.16666666667	2653.03333333333	2364.73333333333
CREBRF	1000.46	1124.74	1178.72	1240.8	586.92	1008.36	991.28	1064.82	1044.98	978.34
CREBZF	563.516666666667	590.75	533.616666666667	525.3	723.3	557.283333333333	668.583333333333	505.016666666667	709.816666666667	463.3
CREG1	7003.2	4695.3	8714.3	12479	7328	6164.1	3997.8	8248.8	11896.8	6526.2
CREG2	30.05	36.65	11.9	37.75	8.1	115.7	175.35	94.25	117.95	96.3
CRELD1	1217.6	1451.2	1850.1	1315.8	884.4	2471.6	1919.8	1203.9	3740.5	947.2
CRELD2	4967.4	7203.2	5092.4	6292.7	7384.8	2687.8	4564.2	4119.9	2763.1	2774.6
CREM	592.5	543.316666666667	616.05	627.266666666667	689.15	603.716666666667	474.933333333333	536.3	507.85	458.333333333333
CRH	71.9	91.05	13	81.2	19.9	15.9	377.65	18.5	88.35	12.35
CRHBP	13.2	43	36.5	23.1	6.3	119.7	344.8	5.4	8.3	4.5
CRHR1	122.933333333333	89.9666666666667	47.8666666666667	62.2	37.6666666666667	56.2666666666667	335.766666666667	79.5333333333333	123.9	86.3333333333333
CRHR2	63.65	127.25	103.45	92.95	84.15	128.85	267.3	205.3	146.5	146.05
CRIM1	21762.2	10553.5	15684	10652.8	11670.1	17872.4	13910.7	22921	19285.3	17534.4
CRIP1	1407.1	2142.7	6943.6	1560	313.9	4378.6	3011	5521.1	721.8	2453.2
CRIP2	5161	7351.2	6754.1	2266.7	2083.2	3893.9	3403	4445.6	1597.6	4226.7
CRIP3	191.8	30.4	43.7	28.6	29.7	13.9	208.2	24.1	132.1	71.1
CRIPAK	1000.6	1031.65	733.95	816.65	664.9	1081.05	1368.65	725.75	814.7	979.95
CRIPT	1595.56666666667	1575.38333333333	2336.03333333333	2140.21666666667	1500.13333333333	1587.96666666667	1541.41666666667	2051.78333333333	1737.08333333333	1815.58333333333
CRISP1	23.05	51.8	66.4	50.5	19.3	39.55	323.55	50.6	58.55	16.75
CRISP2	35.8	4.6	7.5	13.5	9.4	8.3	77.5	103.8	76.9	19.3
CRISP3	50.7	4.6	8	7.7	5	11.3	22.5	3.2	4.5	3.6
CRISPLD1	1138.6	588.1	1165.6	1777.2	1224	420.5	299.6	1033.9	533.9	952.1
CRISPLD2	1740.75	2014.55	2763.15	2150.05	2718.7	4827.6	9003.85	4174.15	6650.55	5913.4
CRK	5639.03333333333	4389.26666666667	5150.66666666667	4783.46666666667	5238.96666666667	5346.3	5093.46666666667	6003.2	6614.23333333333	6127.13333333333
CRKL	1943.35	2184.85	1547.5	1862.2	1838.75	2420.7	2497.2	1803.65	2042.65	1915.05
CRLF1	2024.9	1048.3	2207.3	4847.1	559.2	7962.5	1315	4257.1	5180.1	3658
CRLF2	24.8	16.6	97.3	102.2	18.4	165.6	507.4	137.2	126.1	162.9
CRLF3	2696.5	3964.1	3205.8	2729.3	4069.4	3103.5	2891.2	3319.8	2397	3480
CRLS1	1359.28	1350.76	1309.38	1051.48	1170.74	994.72	1190.88	970.12	1615.7	1223.62
CRMP1	146.1	198.1	136.5	242	103.4	123.6	182.4	114.1	233.6	247.7
CRNDE	6865.35	7555.15	5113.2	5747.8	5593.8	5839.85	7062.8	4707.95	8630.6	5522.55
CRNKL1	1171.6	1499.4	1062.6	1301.1	1287.1	970.7	541.4	1293.9	1007.8	1243.8
CRNN	8.6	30.4	17.8	24.1	148.6	53	127.5	135.4	12.2	305.8
CROCC	206.3	291.7	95.05	206.85	103.5	151.35	318.6	180.1	215.15	200.35
CROCCP2	656.9	536.033333333333	278.5	415.8	776.7	377	753.066666666667	263.866666666667	523.966666666667	271.8
CROCCP3	36.8	95.65	44.65	37	56.65	63.1	204.35	126.25	39.75	194.55
CROT	958.466666666667	594.3	878.033333333333	932.166666666667	951.933333333333	622.533333333333	518	632	415.866666666667	653.133333333333
CRP	7.6	10.15	11.3	31.9	7.85	14.85	86.25	10.4	21.8	52.55
CRTAC1	117.3	79.2	142.9	83.65	51.75	100.6	107.85	37.4	72.05	160.8
CRTAM	22.3	70.5	48.6	1.8	38.3	12.7	47.2	8.7	6.2	3.8
CRTAP	6190.42	5929.22	6425.32	6056.8	5883.22	5855.6	7219.82	6258.94	9808.3	7321.96
CRTC1	394.8	318.7	251.05	168.7	276.6	418.15	651.15	542.2	298.45	537.6
CRTC2	833.4	810.2	618.9	827.3	682.6	1015.8	1902.3	853.4	863.7	993.6
CRTC3	2750.5	2654.5	2043.25	1916.2	1754.25	2818.95	2266.55	2245.55	2429.6	2604.8
CRX	16.4	14.8	14.7	29.6	20.7	15.25	65.7	39.9	28.5	58.15
CRY1	3132.7	3147	3241	3042.5	3753.5	3066.8	1917.6	2157.7	3218.7	2768.3
CRY2	289.3	34.9	368.3	387.7	19.6	371	133	516.5	450.5	461.8
CRYAA	113.1	157.4	144.3	160.1	27.8	49.1	344.9	147.9	254.7	254.5
CRYAB	10583.1	7943.5	19108.5	9063.7	7746.6	25590.5	12891.3	16308.3	9981.3	16591.7
CRYBA1	18.6	57.5	12.6	11.4	39.4	22.1	410.4	10.3	23.3	29.7
CRYBA2	10.8	7.6	5.8	44	8.2	27.6	157	22.2	24.2	13
CRYBA4	5.7	10.8	5.8	12	13.5	8.5	56.8	12.2	19.6	25.5
CRYBB1	10.3	15.9	11.2	18.6	18.4	16.5	166.4	16	19.5	12.1
CRYBB2	19	25.8	18.1	16.7	20.4	40.8	120.1	15.8	24	39.2
CRYBB2P1	178.6	172.866666666667	145.633333333333	136.2	231.366666666667	286.666666666667	303.133333333333	175.833333333333	282.233333333333	203.666666666667
CRYBB3	13.6	18.1	13.8	14.3	12.8	24.7	126.8	27.1	15.2	24.4
CRYBG3	1785	1748.5	1217.4	1363.7	928.4	1666.4	1311.3	786.1	660.5	1023.4
CRYGA	22.1	26.8	15.3	111.7	17.6	8.7	351.5	51.2	11.9	93.3
CRYGB	118.9	92.4	9.4	9.8	51.8	90.9	90.3	142.9	111.3	164.1
CRYGC	115.8	132.7	91.5	15.9	108.2	187.9	559.2	27.8	206.2	151.4
CRYGD	110.1	192.8	158.1	287.5	193.5	163.3	411.6	174.8	221.1	100.6
CRYGEP	72.1	18.7	148.5	116.8	81.2	89.3	242.9	77.5	111.5	130.3
CRYGN	79.9	52.6	9	26.8	6.7	19	135.2	11.5	28.5	68
CRYGS	61.65	94.1	124	160.4	205.8	53.3	160.55	115.25	152.75	70.35
CRYL1	1502	982.3	1234.6	1382.9	821.5	1494.1	2394.1	1490.8	1365.2	1198.8
CRYM	48.7	172.3	228.2	63	141.4	128	114.6	151.8	299.3	114.2
CRYZ	1865.7	1548.8	10356.5	8143.5	7033	2670.3	3274.5	5047.3	2872.6	2595.7
CRYZL1	1743.48	1283.18	1584.86	1368.16	1560.98	1363.8	1396.56	1454.68	1403.76	1196.48
CS	6590.5	7573.6	7203.6	5331.7	7596	5496.1	4910.1	6532.4	8186.4	7520.6
CSAD	406.4	293.233333333333	364.3	342.9	244.833333333333	315.3	294.533333333333	278.133333333333	278.8	234.466666666667
CSDC2	199	174.3	228.5	217.8	30.4	140.3	181.1	188.9	170	171
CSDE1	15583.5333333333	15720.3	16201.1666666667	15585.8333333333	13345.6666666667	17545.9333333333	12972.9	16307.3	19327.2666666667	17292.4666666667
CSE1L	4803.525	5596.6	4140.75	4541.525	5450.55	4184.575	3158.975	4217.825	4227.025	4343.025
CSF1	1629.8	969.45	1199.825	2365.75	1328.375	2183.8	1838.85	3942	1662.3	1904.55
CSF1R	246.3	262.1	120.4	115.6	305.5	233.1	966.4	236.4	520.3	198.2
CSF2	111.35	65.05	165.7	89.7	210.4	53.65	103.2	204.25	237.95	37.55
CSF2RA	63.675	26.35	32.35	8.7	20.85	84.975	84.15	93.3	116	42.5
CSF2RB	1403.5	193.8	2961.2	1900.4	379.6	2065.6	440.8	2474.1	477.9	986.4
CSF3	20.1	16.9	19.3	16.3	33	19.4	122.2	61.8	24.2	23.3
CSF3R	167.7	165.05	70.25	142.1	36.45	261.45	171.95	61.45	58	177.8
CSGALNACT1	1327.1	715.2	989.1	3497.9	1608.7	833	948.8	2778.2	926.4	634.1
CSGALNACT2	4279.66666666667	2906.13333333333	5690.93333333333	4987.93333333333	3243.6	3659.93333333333	2676.56666666667	4194	3377.8	3636.66666666667
CSH1	9.6	14.3	8.7	7.4	86.2	30.1	73	10.7	14.7	14.4
CSHL1	24.52	31.24	25.14	25.36	56.34	77.16	198.56	23.68	26.38	40.24
CSK	2322.4	3290.9	2499.5	1638.4	3031.3	2363	1471.8	1801.3	1733.2	1850.7
CSMD1	14.06	41.84	25.32	18.96	24.3	11.18	159.36	43.38	132.4	44.88
CSMD2	136.3	85.4	63.5	83.6	67.6666666666667	146.266666666667	360.866666666667	69.5	185.166666666667	87.3333333333333
CSMD2-AS1	161.9	154	137.3	103.3	163.4	181.3	182.5	88.7	144.9	131.1
CSMD3	14.7	15.5	18.1	74.5	3.9	121.9	55.3	18	9	7.6
CSN1S1	11.8	4.8	18.4	8	13.6	54.4	82.5	56.6	68.2	15.8
CSN1S2AP	47.1	12.4	10.3	42.9	79.1	44.7	254.8	38.2	156.4	199.9
CSN2	176.4	140.3	146.1	57.8	14	93.4	279.3	202	51.8	77.1
CSN3	64.5	45.1	19.8	21.3	14.5	2.8	201.3	45.6	33.9	25.2
CSNK1A1	4800.56153846154	5158.68461538462	4456.37692307692	4366.96153846154	4172.11538461538	5230.64615384615	4723.19230769231	4777.70769230769	4613.71538461538	5147.43076923077
CSNK1A1P1	9.3	26.2	51.3	45.5	94.3	11.1	76.3	6.1	6.5	6.6
CSNK1D	1406.86666666667	1587.8	1822.23333333333	1902.93333333333	1990.36666666667	2362.53333333333	2600.56666666667	2173.66666666667	2263.83333333333	2532.53333333333
CSNK1E	965.85	842.85	814.9	785.4	753.7	1469.9	1230.45	1038.4	617.85	893.65
CSNK1G1	595.35	660.9	445.725	570	597.75	539.725	698.2	426.05	476.2	690.925
CSNK1G2	1469.95	1413.6	1460.9	1594.3	1746.2	1972.8	1947.45	1855.2	1590.45	1407.2
CSNK1G2-AS1	85.2	241.8	336.4	261.2	222.5	380.7	850.6	339	222.1	535.1
CSNK1G3	2435.6	2797.23333333333	2725.33333333333	2959.73333333333	2431	2085.36666666667	1886.16666666667	2324.46666666667	2509.83333333333	2319.16666666667
CSNK2A1	2490.8	3639.8	2668.275	2616.375	3096.05	2869	2973.175	2748.725	4020.3	3458.9
CSNK2A2	2447.6	2170.25	1627.65	2196.2	1698.95	2683.85	2141.55	2077.25	3567.5	2528.5
CSNK2B	13926.8	13608.5	13650.1	11712.9	14592.7	12935	14043.6	14198.7	16988.1	15700
CSPG4	373.9	555.8	653.8	432.4	208.5	865.05	569.15	531.95	209.85	490.85
CSPG4P1Y	26.2	30	22.8	14.8	31.4	19.8	79.6	15.5	60.8	27.4
CSPG4P5	62	18.8	15.9	53.3	169.5	56.6	138.7	42.3	22.3	33.5
CSPG5	57.85	42.55	20.75	32.95	33.7	84.65	204.25	68.35	91.15	57.85
CSPP1	320.04	377	319.5	412.7	304.14	216.34	412.86	232.44	350.82	267.74
CSRNP1	699.8	739.3	446.9	581.6	728.9	1797.7	1577.5	517	480.3	1042.9
CSRNP2	1451.2	1612.6	1213.6	1043.55	1405.05	1788.8	770.6	1338.15	1041.25	1301.05
CSRNP3	95.8166666666667	83.2	47.95	90.0833333333333	57.9833333333333	79.9833333333333	131.866666666667	39.7	57.9333333333333	112.383333333333
CSRP1	20397.7	22623.1	20173.5	12395.5	27009.4	24227.9	30293.7	19615.2	18903.4	29810.8
CSRP2	6420.55	5800.55	7114.3	7423.2	7697.25	7423.5	14906.15	3016.65	7896.8	8646.4
CSRP3	38.4	5.6	5	3.9	6.4	8.1	76.1	16	6.8	5.6
CST1	62	17.4	66.7	3.3	18.1	21.9	68.4	21.6	54.8	63
CST11	27.05	71.2	107.55	73.5	42.75	131.6	144.2	65.9	136.25	48
CST13P	2.9	8.3	5.9	17.9	10.2	25.5	55.7	9.4	67.1	16.9
CST2	124.2	154.3	158	100.5	44.5	155.2	417.9	30.1	61.4	77.9
CST3	4597.03333333333	5101.9	4851.3	3805.33333333333	3018.3	8047.26666666667	10124.8333333333	8180.13333333333	8210.56666666667	6801.3
CST4	137.8	381.4	163.2	23.3	142.2	268.6	487.9	297.6	349.1	221.7
CST5	10.2	104.9	7.6	24.7	73.2	76.6	185.5	21.1	20.8	12.7
CST6	1392.3	534.5	1805.4	949.3	700.5	1880.7	650.8	1171.8	595.6	657.6
CST7	4.9	14.5	9.1	45.9	34.2	158.2	716.9	73.3	66.8	41.5
CST8	73.8	232.4	19.3	164.6	17.8	159.1	170.5	80.2	18.8	18.8
CST9	11.1	8	13	17.6	17.4	35.3	95.8	97.2	36.3	23.4
CST9L	5.6	14.7	140.5	11.1	52.6	94.5	149.3	75.9	25	9.3
CSTA	2167.1	2819.1	4178.8	916.5	654.3	1973.9	5645	3354.2	6172.7	3590.2
CSTB	7143.55	6581.05	6983.55	7852.5	8734.95	8645.15	7229.2	12122.35	7670.85	7734.25
CSTF1	1026.4	970.5	951.75	923.85	979.6	938.8	980.9	1014.3	835.65	899.15
CSTF2	586.7	830.9	392.7	475.3	778.05	338.45	481.95	587.9	272.45	503.25
CSTF2T	854.55	891.75	881.6	1120.25	722.75	584.95	483.15	504.05	726.3	691.8
CSTF3	1297.83333333333	1344.46666666667	1928.1	1806.73333333333	1962.33333333333	1205.96666666667	1666.5	1176	1798.23333333333	1520.16666666667
CSTF3-AS1	3.7	4.5	23.4	4.3	12.1	64.4	21.8	37.7	2.2	46.4
CSTL1	12.4	5	3.4	6.8	18.2	17.2	44	19.9	10.2	8.4
CT55	109.5	19.8	18.4	73.5	75.5	59.1	100.8	23.8	101.6	143.2
CT62	4.4	9	18.7	25	21.4	26.3	97.9	27	24.1	17.2
CT83	27.2	10	5.2	10.6	40.6	130	216.4	108.7	142.9	60.7
CTA-246H3.12	102.7	23.7	45	30.6	20.1	188.4	154.7	28.9	207.9	60.6
CTA-250D10.23	63.45	33.4	27.9	24.5	45.35	19.4	174.8	39.5	59.9	65.75
CTA-254O6.1	5.2	22.8	88.2	56.5	127.8	73.9	87.8	182.3	7.2	108.4
CTA-268H5.14	237.7	119.3	84.7	49.6	47.3	120.2	213	83.6	199.7	128.7
CTA-280A3__B.2	55.1	16.2	21	15.4	13.1	72.8	116.4	115.8	28.3	25.4
CTA-292E10.6	136.5	9.5	48.9	69.4	35.6	95.9	34.3	11.3	103.5	10.9
CTA-29F11.1	301.9	333.8	228.3	456.6	514.5	304.9	1036.2	77.2	520.5	251.9
CTA-331P3.1	11.5	7.6	42.8	4.3	83.9	69.4	150.7	53.3	29.8	7.7
CTA-384D8.35	30	73	33.4	21.7	41.5	175.7	190.6	110.4	42.1	33.2
CTA-390C10.10	395.1	201.5	154.3	280.1	254.8	196.1	511.5	190.7	307.1	241.7
CTA-445C9.15	651.45	772.65	536.25	202.85	561.2	359.55	355.05	872.35	366.85	255.35
CTAG2	27.9	19.55	35.5	21.65	38.2	55.35	78.15	75.7	62.15	63.85
CTAGE1	130.4	41.1	74	134.8	168.2	129.6	218.5	2.8	148.5	136.4
CTAGE11P	151	135.9	170.5	136.7	45.4	174.5	266.9	138.7	65.6	127.2
CTAGE5	171.466666666667	206.266666666667	219.333333333333	232.7	200.533333333333	246.933333333333	139	79.1666666666667	259.133333333333	127.333333333333
CTB-102L5.7	10.4	13.5	20.4	9.6	26.3	13.1	63.1	50.8	53.8	46.3
CTB-113P19.1	16.5	38.7	31.1	8.3	12.3	48.2	138.3	20.7	43.2	57.4
CTB-119C2.1	34.6	72.2	10.8	28.5	7	132.4	302.4	57.9	14	35.6
CTB-12A17.3	1901.3	1649.8	1327.9	1471.8	1209.1	1141.1	854	1003	1132.8	1257.6
CTB-12O2.1	29.2	83.3	69.05	46.05	65.35	26.45	295.3	67.95	27.2	123.5
CTB-167B5.2	69.2	43.7	153.7	564.7	44.7	57.6	209.2	90.3	10.9	28.8
CTB-174D11.1	188.1	220.7	70.8	87.7	93.9	181.1	971.3	255.8	241.9	309.4
CTB-176F20.3	28.6	15.9	13.6	8.7	11.5	24.6	170	12.3	22.2	15.5
CTB-181H17.1	235.3	151.2	106.2	100.8	58.7	89.2	213.1	108.6	183.5	64.1
CTB-25B13.12	599	495.3	403.5	392.3	489.5	810.1	579.9	775.7	577.1	661.8
CTB-31O20.2	221.4	195.2	214.1	318.3	399.5	328	101.4	155.7	391.5	363.4
CTB-31O20.9	7.7	12.4	12.9	11.4	20.3	30.3	98	21.7	10.7	17.2
CTB-43E15.1	19.9	11.2	48.1	49.1	20.8	115.4	65.7	57.4	30	34.7
CTB-50L17.7	1379	668.5	929.7	920.9	278.1	793.5	412.3	1088.9	852.2	1065.1
CTB-78F1.1	102	11	72.4	6.4	58	16.4	66.1	70.3	151.1	92.7
CTB-92J24.2	145	293	209.8	97.9	310.2	125.8	132.6	154.2	156.8	237.8
CTBP1	2603.275	4690.35	3703.375	2556.75	4011.125	5629.225	4009.825	4699.35	4366	4233.85
CTBP1-AS	22.2	9.8	11	17.4	6.5	10.2	48.5	76.6	18	13.2
CTBP1-AS2	360.55	393.85	372.5	374.35	246.85	371.2	348	553.35	531.75	615.9
CTBP2	4577.16666666667	6038.86666666667	4777.1	4383.15	4529.35	4061.35	3889.11666666667	3848.1	3538.13333333333	3768.06666666667
CTBS	3036.85	2273.75	3601.75	3348.5	2896.85	3287.55	3045.6	2903.7	3857.9	3201.45
CTC-338M12.4	599	365.3	743.2	667	500.45	417.25	750.5	441.6	549.95	463
CTC-360P9.3	21.3	110.3	88.1	25.3	32.2	125	95	152.7	47.5	310.4
CTC-384G19.1	58.1	43.9	2.6	2.9	6.3	71.3	26.3	49.6	47.6	29.3
CTC-425F1.4	9056.95	1427.05	7261.05	10303.9	3133.6	4483.6	2610.25	5272.6	3833.65	2592.8
CTC-428G20.3	998.2	692	1042.6	880.6	565.7	794.7	984	862.7	449.8	699.8
CTC-428G20.6	71	12.3	82.6	61.3	39.1	14.1	69.9	19.4	6.4	18.3
CTC-429P9.3	705.9	608.2	693.6	843.1	831.4	584.1	891.9	573.7	493.3	476.2
CTC-436K13.5	45.5	6.2	4.9	7	25.3	124.4	140.3	22.1	21.6	13.9
CTC-444N24.11	1970.3	2250.45	2268.9	2117.4	1379.85	2542.8	1537.15	1659.85	1903.05	2250.45
CTC-459F4.3	34.7	52.1	57.7	251.5	410.4	209.7	313.5	63.5	221.5	50.8
CTC-462L7.1	98.4	10.2	15.8	19.7	39.1	70.7	46.3	142.3	14.3	111.7
CTC-471C19.1	4.3	22	3.2	49.4	84	71.5	105.5	20.3	73.7	5.8
CTC-471F3.6	11.65	95	46.45	106.85	47.15	44.4	64.35	70.9	49.25	10.15
CTC-471J1.2	192.3	201	262.2	266.9	125.8	245.8	386.3	193.3	414	252.7
CTC-510F12.4	105.8	73.5	76.8	110	76.7	19.5	124.3	121	19.5	89.6
CTC-523E23.1	66.5	50.1	60.1	69.5	23	130.6	188	12.7	86.4	55
CTC-527H23.4	41.1	24.9	16.2	14.4	90.4	11.9	152.3	69	147.5	12.4
CTC-550B14.7	20.2	167.9	97.2	110.4	43.3	45.9	79.5	66.2	108.4	111.3
CTC1	53.8333333333333	133.866666666667	162.433333333333	160.966666666667	133.566666666667	156.166666666667	246.033333333333	122	123.133333333333	134.266666666667
CTCF	3035.6	2760.1	2204.7	2185.1	2367.5	2409.6	1485.9	2160.4	1639.9	2319.3
CTCFL	64.7	77.7	2.6	3.3	59.8	193.9	116	140.3	56.8	101.7
CTD-2002J20.1	129	190.6	154.2	132.3	92.9	158.6	109.1	146.9	186.3	182.1
CTD-2008P7.1	328.9	194.25	207.6	288.05	215.75	205.4	729.8	194.95	232.1	400.9
CTD-2012K14.6	166	173.6	61.2	112.8	186.5	195	460.3	79.3	146.1	257.9
CTD-2021H9.3	17.8	68.2	82.9	101.7	34.1	10.5	72.3	57.4	74.9	46.2
CTD-2033C11.1	62.4	38.5	56.6	14.2	8.4	11.9	58.5	172	12.8	78.4
CTD-2035E11.5	52.8	100.5	64.5	14	7.9	73.5	90.1	114	126.3	132.8
CTD-2076M15.1	42.9	1.6	42.5	1.5	46.1	15.8	76.1	41.9	37.1	91.8
CTD-2083E4.4	50.9	46.8	57.7	14	20.6	26.4	95.4	26.7	6	23.2
CTD-2083E4.7	121.4	182	152.7	138.5	93.9	50.7	698.9	152.5	180.4	141.3
CTD-2118P12.1	69.3	36.2	49.6	61.9	16.6	107.3	198.7	42.9	2.9	70.2
CTD-2124B8.2	241	114.85	126.2	142.25	181.6	147.7	63.85	98.65	78.05	94.35
CTD-2130O13.1	154.9	76.6	22.8	14.7	63	9.5	235.5	26.2	23.5	40.8
CTD-2165H16.3	48.6	69.1	52.2	35.4	131.9	29.1	229.4	49.9	4.7	4.9
CTD-2194D22.4	64	18.7	59.8	63.6	83.4	17	124.4	10.2	3.6	17.9
CTD-2196E14.6	75.6	52	103.6	42.5	43.4	59.9	250.7	89.7	164.3	135
CTD-2251F13.1	69.4	139.2	7.9	40.2	65.7	70.3	97.8	57	137.9	38
CTD-2256P15.2	13.7	24.1	31.2	44	116.8	13.7	123.7	18.3	74.5	54.5
CTD-2269F5.1	171.1	318.6	212.4	187.1	401.5	144.5	185.3	116.2	46.3	221.5
CTD-2281E23.2	67.1	33.5	37.9	109.9	47.4	11	316.3	12.1	96.6	39.1
CTD-2286N8.2	113.4	15.6	22.9	9.7	17.5	99.6	210.3	20	31.4	143.1
CTD-2287O16.5	44.25	13.95	52.9	74.05	43.2	26	88.65	41	110.4	24.65
CTD-2292M16.8	581.6	289.9	548.9	429	190.6	415	442.7	141.2	305.1	182.5
CTD-2293H3.1	63.7	54.6	40.3	5.6	6.1	22.7	231.1	4.4	49.9	18.5
CTD-2297D10.2	78.3	21.1	115.2	69.4	144.5	24.4	81.1	5.4	18.9	56.1
CTD-2302E22.4	11.3	21.9	2.3	40.9	8.9	23.5	158.8	59.4	10.1	7.4
CTD-2310F14.1	45.2	5.3	4.7	4.8	5.7	30	19.9	24.9	59.8	65.5
CTD-2313J17.5	17.8	20	71.9	21.8	16.3	30.5	186.6	100.9	19.2	19.7
CTD-2325A15.5	13.4	25.8	16.4	53.1	11.2	74	18.1	7.9	25.9	23.8
CTD-2350J17.1	12.5	26.9	62.1	22	11.3	117.8	94.5	70.1	121.9	80
CTD-2366F13.2	254.5	155.7	119	109.2	110.4	128.5	138	134.3	215.2	226.3
CTD-2373J6.1	87.8	4.5	31.9	19.9	4.3	18.1	156.4	72.4	17.9	42.5
CTD-2377D24.6	129.8	70.2	88	56	40.9	31.9	140.8	124.3	102.3	135.6
CTD-2520I13.1	141.6	64.3	39.3	24.5	70.8	137.3	123.4	47	14.9	28.2
CTD-2528L19.6	165	121.9	192.1	216.9	215.7	148.2	26.3	258.7	229.9	152
CTD-2534I21.8	18.6	15.3	9.7	89.8	72.6	90	133	14.2	14.2	23.4
CTD-2537I9.16	214.9	398.6	276.7	187.4	292.9	414	614	237.2	95.6	276.3
CTD-2537I9.5	113.8	124.4	126.7	160.3	160.3	190	259.2	197.5	166.4	156.3
CTD-2540F13.2	4.8	3.7	45.2	6.1	30.1	4.3	19.3	48.1	10.9	8.7
CTD-2541J13.1	94.5	117.2	325.3	191.8	115.3	151.2	128.7	143.9	264.8	186.6
CTD-2541M15.1	24.3	165.5	117.1	152.9	81.1	190.8	87.6	183.8	151.2	104.2
CTD-2542L18.1	126.9	74.5	37.2	91.9	91.9	61.7	535.7	141.3	122.2	54.6
CTD-2547L24.4	7.2	48.2	42.6	44.8	29.7	8.6	39	34.9	18	41.4
CTD-2553C6.1	197.4	188.9	323.6	78.9	134.6	231.5	565.2	265.5	204.6	194
CTD-2554C21.3	130.5	95.6	83.9	63.7	5.9	194.2	500.9	104.7	99.6	80.3
CTD-2561B21.11	26.2	83.4	11.7	33.2	65.4	9.1	94.8	12.6	13.9	51.6
CTD-2587H24.10	20.8	24.9	19.9	16.8	106.6	165.4	169.3	42.4	176.6	201.7
CTD-2587M23.1	8.7	20.7	7	16.8	10.8	9.1	208.2	13.2	31.3	51.2
CTD-2611O12.6	33.3	18.5	10	5.9	19.5	76.3	56.7	16.3	144	13.8
CTD-2616J11.10	108.4	79	68.7	72	96.8	133.4	151.7	135.1	148.6	21
CTD-2619J13.13	262.9	219.2	223.5	278.5	25.1	86.9	280.9	130.5	282.4	229.9
CTD-2619J13.17	150.8	68.3	133.3	51.7	99.4	25.4	545.5	41.3	99.9	99
