geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
CTD-2639E6.4	116.1	25.9	33.8	37.8	21.1	5.6	182.6	10.4	21.5	3.8
CTD-3025N20.3	214.9	265.7	89.4	237	175.9	289.6	460.5	139.2	339.9	60.3
CTD-3028N15.1	161	80.2	10.8	16.8	20.2	143.1	102.6	14	120.2	155.9
CTD-3064M3.3	101.5	424.7	199.3	229.2	53.2	298.3	389.8	278.1	311.7	690.7
CTD-3080P12.3	41.9	4.2	123	21.1	10.2	18.1	80.6	120.8	98.4	11.7
CTD-3092A11.2	2338.1	919	1847.4	1828.9	1501.6	1933.7	2985.7	1024.5	1397.3	801.5
CTD-3126B10.1	21	27.2	32.3	20	218.7	25	79.8	48.2	27.4	41.4
CTD-3193O13.1	70.6	84.4	45.7	70.9	189.8	202.4	255.4	34.7	319.9	85.2
CTDNEP1	2590.3	3234.7	1797.2	1969.1	1990.4	3433.8	3239	3636.4	4788.1	3096.5
CTDP1	388.9	407.6	374.1	345.6	377.6	673.5	433.5	568.6	700	729.8
CTDSP1	2959.2	2633.2	1835.4	1868.9	1425	4357.4	2434.7	2254.6	2768.6	2345.9
CTDSP2	5468.3	6616.35	6178.85	6260.6	4008.5	4516.8	4279.65	4807.9	4985.2	4842.05
CTDSPL	627.14	783.86	500.76	683.32	483.3	596.94	695.28	610.56	493.84	528.26
CTDSPL2	907.15	1117.075	1114.2	1087.275	1146.05	723.55	1062.425	838.375	1005.7	915.325
CTF1	255.3	927.8	212.6	352.8	615.4	604.2	745.3	838.7	905.3	823
CTGF	82354.7	57211.9	70264.3	64974.1	72352.1	93457.3	87368.7	102817.2	82176.3	92459.9
CTH	461.85	1837.85	397.45	535.95	477.55	437.3	572.9	492.85	784.9	461.8
CTHRC1	36196.5	24681.9	34384.4	35481.6	39889.6	17407	32821.5	36487.6	21178	35598.7
CTIF	661.8	940.25	731.25	800.35	614.2	1110.55	959.55	966.6	1186.7	1105.5
CTLA4	76.38	30.06	53.9	59.96	42.56	77.16	208.28	66.38	87.14	48.34
CTNNA1	8600.96	9256.92	8899.12	8453.68	7484.36	8661.32	6967.7	10191.92	6916.84	9182.92
CTNNA2	97	81.8	14.9	45.8	24.3	49.6	105.4	18.4	77.2	8.1
CTNNA3	67.525	89.425	29.175	61.025	19.725	25.825	334.125	50.35	90.45	65.475
CTNNAL1	9452.8	6794.8	10232.2	10449.7	16745.8	7935	8164.7	10338.6	10404.7	12526.7
CTNNAP1	163.4	11.6	7.7	8.2	18.7	51.4	68.2	13.5	23.3	11.5
CTNNB1	3378.76666666667	2396.36666666667	5301.6	3660.16666666667	3886.33333333333	6193.2	5966.73333333333	4395.06666666667	4706.56666666667	4636.36666666667
CTNNBIP1	1105	1155	617.8	763.6	710.7	913.7	611.1	679.4	702.6	819.6
CTNNBL1	2030.6	1752.9	1765.2	1459.6	2264.6	1679.8	907.9	1377.7	1641.2	1486.4
CTNND2	68.5	73.2	71.4333333333333	56.1	50.2333333333333	88.6	364.533333333333	97.1	105.133333333333	87.6
CTNS	474.5	489.233333333333	545.466666666667	428.833333333333	409.333333333333	548.433333333333	557.1	458.466666666667	344.833333333333	621.9
CTPS1	2516.4	3510.1	1904.1	1520.4	6047.7	4039.8	1123.8	3219.1	943.1	3461.7
CTPS2	572.05	603.3	731.4	733.6	666.5	610.7	639.7	517.85	600.05	599.25
CTR9	4146.2	4086	3648.3	4486.8	3915.7	3670.9	2880.8	4198	3603.8	4751.8
CTRB2	39	65.8	85.6	41.4	42.4	118.8	505.8	244.2	326.3	128.3
CTRC	129.6	217.1	58.5	245.6	161.7	236.9	401.1	132.9	266.9	170.1
CTRL	150.2	171.5	84.9	89.7	172.7	36.6	529.5	18.1	237.8	41.5
CTSA	9608.5	9466.1	10227.1	10538.5	6338.1	9379.6	9019.8	10550	10963.1	10060.7
CTSB	22465.24	20521.52	31400.3	21864.94	18095.9	33815.64	32585.5	27085.9	26055.38	26699.7
CTSC	657.95	1357.925	1578	2006.45	825.075	938.95	1627.5	1318.55	1820.425	1459.25
CTSD	4113.9	2999.2	4641	3451.4	2738.1	13508.6	6528	9147.6	8404.7	6373.2
CTSE	153.1	210.1	70	122.1	232.1	319.2	825.6	250	140.8	117.2
CTSF	1164.4	2026	1275	2557.2	1656.8	2770.9	2841.2	1367.7	1832.6	2014.8
CTSG	58.5	222.2	48.7	44.1	189.9	166.3	123.2	165.7	90.2	155.2
CTSH	283.4	439.7	100.9	140	126.5	194	682.9	299.9	123.1	195.1
CTSK	4720.2	3683.9	6482.4	8100.5	3907.8	2070.5	6652.6	11852.9	1821.8	4289.8
CTSL	11224.1	9183	17502.3	15757.5	10882	5051.6	4262.2	13441.7	5759.6	7480.8
CTSLP8	462.2	463	1214.3	978.4	376.6	427.4	325.1	911.4	587.1	446.8
CTSO	2485.5	2052.3	3320	3848.6	2802.9	2436.1	2141.1	3521.5	2483.3	2455.1
CTSS	349.9	309.233333333333	433.266666666667	480.5	622.866666666667	210.533333333333	377.533333333333	593.066666666667	421.433333333333	150.9
CTSV	230.1	342.3	169.8	203	231.5	308.1	957.6	400.8	467.3	271.7
CTSW	14.9	27.6	11.9	13.7	23.6	48.7	128.4	51.4	273.2	57.9
CTSZ	1396	752.55	1824	1163.8	853.3	987.15	674.95	1019.3	704.45	650.8
CTTN	1102.38	1292.08	1443.1	2108.52	1099.62	1967.66	1852.84	1334.38	1062.96	1321.62
CTTNBP2	6.9	18.2	36.5	204.3	4.6	21.9	231.2	36.9	17.1	15.6
CTTNBP2NL	2685.53333333333	3126.76666666667	3095.1	3086.4	2071.36666666667	4115.76666666667	2368.4	2769.06666666667	2324.56666666667	3523.6
CTU2	275.4	189.175	202.35	185.875	277.7	187.8	389.35	261.475	422.175	338.075
CTXN1	178.2	231.9	21	16.6	66.1	649.7	929.3	473.5	321.4	488.2
CTXN3	51.7	22.45	50.4	5.35	48.65	37	31.45	7.2	61.9	11.85
CUBN	32.3	29.3	14.6	17.9	74.5	163.5	94.7	207.4	154	25.6
CUEDC1	595.1	678.4	671.3	761.3	549.85	620.5	975.6	965.7	592.4	828.1
CUEDC2	5183.8	7261.1	4028.2	4760.8	6483.8	4392.8	5615.8	4054.2	7872.3	4491
CUL1	1930.85	1910.6	1903.5	1894.05	2336.6	1573.9	1396.45	1967.2	1837.4	1913.7
CUL2	1381	1585.45	1354.05	1408.5	1910.95	1249.45	989.75	1230	1051.95	1233.35
CUL3	3681.33333333333	3425.2	3516.4	3449.5	3432.83333333333	3489.6	2859.26666666667	3144.43333333333	3549.76666666667	3427.2
CUL4A	1673.63333333333	2246.26666666667	2127.3	2065.1	2292.96666666667	1421.9	1026.4	1499.66666666667	1646.63333333333	1346.56666666667
CUL4B	6061.725	3513.8	5295.95	8672.225	6089.25	4116.4	3150	6502.125	4164.3	4407.25
CUL5	1825.675	1764.5	1881.35	2242.1	2226.375	2250.8	2054.5	1633.975	2020.5	1765.65
CUL7	971.525	1071.9	519.3	764.2	616.175	1569.925	1421.375	1100.725	1507.75	1410.9
CUL9	282.3	255.2	267.05	316.75	317	348.85	325.75	343.45	310.7	318.2
CUTA	13668.6	9624.1	15717.6	13641.8	17335.4	12984.5	15166.9	15126.8	15108.2	12399.8
CUTC	1801.3	1487.8	2091.6	2258.7	1814.3	2235.5	1699.5	2047.7	2085.7	2414.6
CUX1	1465	1855.86	1263.24	1742.86	1469.54	2179.94	2122.14	1694.74	1978.52	2057.34
CUX2	67.8	15.9	13.5	29.7	20.85	68.25	264.4	28.2	140.3	66.3
CUZD1	154.5	80.5	142.7	172.7	145.6	113.5	515.2	22.1	130.3	70.3
CWC15	10071.5	7348.7	11023.2	9166.1	9099.5	7790.9	9781.6	7690.3	8948.7	10290
CWC22	1242.6	1523.9	1677.2	2187.3	1441	1510.3	1065.4	1142.8	1407.5	1529.9
CWC25	699.9	715.9	475.8	543.55	540.55	602.9	628.55	418.3	535.85	605.6
CWC27	1889.95	2474.85	1795.5	2227.5	2101.4	1838	1447.6	1945.6	2563.85	2199.25
CWF19L1	613.3	838.8	942.8	558.866666666667	710.7	626.5	448.266666666667	803.3	624.2	724.266666666667
CWF19L2	402.175	313.825	334.275	350.325	270.125	351.3	540.475	234.85	282.775	318.025
CWH43	40.9	14.15	13	48.15	33.75	53.35	76.35	44.85	23.8	35
CX3CL1	50.8	88.3	93.1	183.25	67.3	19.65	243.55	72.85	82.4	76.1
CX3CR1	60.55	48.7	23.1	11.85	87.95	14.3	122.1	17.35	72.1	29
CXADR	42.375	23.6	13.5	45.8	60.475	49.3	303	11.1	72.375	42.9
CXCL1	1931.4	600.2	6143.1	16431.1	10273.2	961.1	1636.5	4383.2	794.5	2351.4
CXCL10	23.7	33.1	245.2	143.6	189.6	147.8	262.5	161.6	26.7	14
CXCL11	68.25	78.6	68.65	7.05	82.7	15.3	221.35	7.85	15.6	39.85
CXCL12	23962.4	18492.25	26512	17126.3	22821.15	26322.3	19001.7	14398.35	23620.25	23416.9
CXCL13	5.9	6.8	6	10.2	48.8	5.4	41	39.1	6.3	4.9
CXCL14	35.0333333333333	45.8666666666667	14.6333333333333	9.96666666666667	10.9	36.1333333333333	90.3	43.3333333333333	44.5333333333333	20.3333333333333
CXCL16	613.8	757.3	1088.2	792.3	822.4	1048.8	1168.2	931	778.7	1308.9
CXCL17	34.1	43.5	24.6	22.7	154.5	46.9	63.1	22.4	181.7	144.5
CXCL2	258.066666666667	140.5	368.2	1197.16666666667	701.633333333333	299.766666666667	515.266666666667	415.633333333333	332.733333333333	506.933333333333
CXCL3	582.7	314.4	1371.3	3322.7	2195.9	1070	1021.3	1561.5	1262.1	1492.1
CXCL5	158.233333333333	229.633333333333	195.5	1568.1	985.766666666667	201.233333333333	1829.9	1445.1	1226.6	388.8
CXCL6	3746.9	241.7	20324.2	35392.8	11001.9	281.4	592.7	11980.9	916.6	2797.2
CXCL8	8407.1	981.35	21596.15	30814.35	40001.75	18052.05	17079.75	20184.2	13037.5	15396
CXCL9	46.3	104.2	103.9	142.1	112.4	99	621	145.3	204.5	110.2
CXCR1	33.5	63.3	13	10.3	33.6	65.3	342.3	14.2	60.3	67.2
CXCR2	11.4	67	45.7	41.8	5.4	19.3	412.6	16.2	89.3	5.1
CXCR3	57.75	197.45	88.85	87.25	44.6	157.1	423.15	132.85	212.5	108.6
CXCR4	29.4	59.7333333333333	18.7666666666667	55.5333333333333	83.7666666666667	108.366666666667	375.066666666667	71.4	53.0333333333333	25.3666666666667
CXCR5	71.4	22.35	27.65	33.85	29.85	68.3	220.65	81.9	88.7	83.35
CXCR6	113.4	73.2	61.7	83.9	85.45	93.85	242.85	157.05	99.7	53.6
CXXC1	1319.1	1683.15	1502.95	1610.45	1379.55	1814.55	1395.35	1698.9	2257.3	1927.45
CXXC1P1	124.1	95.1	92.5	49.6	121.9	257.5	770.4	42.1	194.8	100
CXXC4	79.75	67.8	52.15	44.6	119.85	60.4	134.3	107	121.55	145.4
CXXC5	13477.5666666667	13564.5	12958.7	8754.4	8794.26666666667	15125.1	12094.7666666667	10787.3	14675.7333333333	13121
CXorf21	165.3	71.6	126.6	95.3	27.6	29.2	329.6	236.1	35.2	31.7
CXorf22	39.1	31.1	51.6	83.4	7.5	29.3	25.7	13.4	75.7	48.8
CXorf23	705.8	698.1	736	678.2	612.1	447.1	453.3	524.9	559.2	656.3
CXorf24	471.9	339.8	266.2	370.4	245.5	368.5	542.6	366.1	355.9	383.4
CXorf30	6.7	25.1	17.2	62.3	17.1	19.7	701.4	16.7	9.5	16.8
CXorf31	18.6	60.8	20.5	76.6	49.7	25.5	58.8	79.8	85	78.5
CXorf36	52.9	122.325	32.25	44.225	39.225	66.075	269.5	35	124.85	45.675
CXorf38	1567.2	1048.65	1841.85	1270.4	1179.1	1708.3	1786.15	1358.35	1769.3	1708.55
CXorf40A	3300.1	3125.7	4517.2	2985.6	3663.7	4081.6	5407.5	4225.3	3966.7	4043.9
CXorf40B	3634.3	2880.1	4131.6	2891.7	3775.5	4091.8	4839.1	3771.6	3630.5	3837.1
CXorf56	251.9	279.05	342.6	262.8	277.75	281.45	564	157.85	335.65	376.25
CXorf57	111.05	128.6	104.45	136.3	43.15	87.6	246.95	196.25	92.35	109.2
CXorf58	5.5	10	35.1	57.8	5.9	7.2	49.5	8.9	7.8	9.3
CXorf65	24.2	43.8	74.4	91.1	85	142.8	583.1	23	20.7	133.1
CXorf67	15.6	8.7	7.5	33.5	12.4	8.5	96.2	6.5	10.9	15.4
CYAT1	11.6	19.6	9	19.2	19.8	34.6	99.3	33.4	28	24.4
CYB561	1311.4	1394.98	1411.08	1060.18	1241.62	1650.74	1547.42	1634.86	1252.88	1415.1
CYB561A3	3776.9	4069.4	5163.1	5674.3	9033.8	5672.9	3481.2	10031.2	7376.2	7486.9
CYB561D1	1046.4	1254.5	1377.1	978	1024.7	1072	1246	965.3	867.7	1131
CYB561D2	656.25	647	702.45	706.9	772.65	1051.7	1124.2	1190.35	958	985.3
CYB5A	2375.225	2275.175	3590.525	4499.775	3495.075	2822.675	2395.65	3853.325	2407.7	3623.6
CYB5B	1327.35	1064.775	1470.225	1036.45	1335.975	867.7	604.225	1202.7	802.925	940.825
CYB5D1	784.6	932.15	619.25	595.2	558.8	764.75	1074	487.15	499.35	445.9
CYB5D2	1293.5	1192.8	1782.1	1533.5	1341.8	1593.9	1750.8	1977.9	1387.8	1470.2
CYB5R1	1563.95	1307.05	1748.65	1445.9	1891.55	2008.7	1621.05	2578.6	1471.95	1801.95
CYB5R2	1003.8	1000.8	802.8	781.9	475.9	735.4	1204.8	534.2	774.1	718.7
CYB5R3	23237.75	22187.6	20740.25	17151.35	19899.8	27154.15	23316.95	32983.3	23655.05	25425.1
CYB5R4	711.6	581.85	570.75	540.95	827.35	327.15	442.65	514.3	486.05	664.25
CYB5RL	129.475	69.475	126.1	65.25	144.125	74.275	257.3	81.775	103.95	175.875
CYBA	2794.15	2187.35	4150.05	3177.5	3851.25	3261.85	2910.65	2966.15	2400.5	3206.45
CYBB	76.95	107.8	92.9	71.1	98.7	73.575	152.775	62.25	73.25	70.25
CYBRD1	10258.95	6384.15	11442.15	17723.9	5826.3	12210.75	8192.75	11266.15	7457.4	8816.45
CYC1	7188.8	8037.8	5626.9	5757.8	9790.7	7413	6848.2	7178.8	8505.5	9119.9
CYCS	5792.06666666667	6115.03333333333	5741.76666666667	5925.76666666667	10143.4333333333	5515.73333333333	4095.03333333333	6491.16666666667	6080.5	5653.93333333333
CYFIP1	13131.4	14387.5	16736.5	11303.4	13628.1	12427.1	10479.1	10090.1	9600.4	13941.9
CYFIP2	298.55	371.55	121.45	279	310.25	597.85	1539.8	605.5	744	467.1
CYGB	954	664.766666666667	1026.76666666667	266.433333333333	778.566666666667	2937.23333333333	1806.96666666667	1480.96666666667	1672.73333333333	1286.3
CYHR1	386.325	432.325	381.65	459.4	369.075	532.05	674.5	525.325	524.2	438.325
CYLC1	93.5	64.8666666666667	31.6333333333333	53.4	141.6	108	234.366666666667	80.4666666666667	19.8	54.2666666666667
CYLC2	37.2	60.5	90.9	85.6	27.6	7	73.3	108.7	83.9	97
CYLD	811.271428571428	645.485714285714	1028.6	1106.54285714286	1054.75714285714	1040.44285714286	1021.84285714286	1311.24285714286	879.557142857143	1107.1
CYMP	180.4	154.5	95.4	111.6	58.1	25.6	761	151.9	143.2	249.2
CYP11A1	123.9	292.2	88.6	93	98	328.8	163.4	339.5	251.4	356.1
CYP11B1	28.7	64.25	32.25	18.5	98	52.95	278.65	34.95	64.4	71.95
CYP11B2	8.7	25.2	15.3	11	28.3	202.2	52.2	56.4	18.3	32
CYP17A1	48	77.2	29.15	52.2	55.1	114.15	423.3	79.05	117.4	44.4
CYP19A1	37.7428571428571	40.5714285714286	33.6714285714286	50.2571428571429	38.2285714285714	49.3571428571429	155.342857142857	72.1571428571429	91.0571428571428	65.2571428571429
CYP1A1	86.1	154.8	16.7	36.6	136.2	44.2	109.2	66.8	39.7	183.7
CYP1A2	254.9	303.6	126.55	151.85	272.8	286.95	1076.15	237.85	223.95	210.25
CYP1B1	18528.95	12607.475	28822.175	23672.725	32749.875	19936.65	18320.3	30108.05	33449.05	19630.15
CYP1B1-AS1	70.55	18.45	37.6	13.35	15.65	18.25	68.05	19.05	27.95	31.75
CYP20A1	1910.8	1761.2	1874.7	1043.8	1415.2	1872.7	1122.6	1736.4	2205.7	2544.5
CYP24A1	47.5	53.6	74.9	9	51.7	30.5	175.6	16.8	14	52.1
CYP26A1	32.5	23.2	28	33.6	42.3	274.6	197	126.2	358	44.7
CYP26B1	185.35	41.6	297.3	266.75	110.35	339.2	104.4	434.8	100.6	52.9
CYP27A1	814.9	574.7	1273.6	1422.6	1204.3	1193.4	1161.8	885.7	813	1220.6
CYP27B1	113.7	158.8	20.9	147.8	177.7	185.8	353.3	184.5	247.6	137.8
CYP27C1	467.1	276.8	387.8	402	381	20.8	166	261	105.9	220.5
CYP2A13	14.9	42.4	64.1	88.8	13.5	47.3	58.7	62.2	23	88.5
CYP2A6	205.075	277.775	220.6	178.275	151.625	269.55	438.5	216.2	241.575	267.425
CYP2A7	110.4	139.9	40.5	40.9	63.2	92.2	239.9	21.8	50	191
CYP2A7P1	15.15	30.6	51.8	11.25	25.55	19.05	160.5	16.45	23	43.65
CYP2B6	67.2	155.05	99.85	61.65	157.25	128.95	243.4	93.55	178.7	186.6
CYP2B7P	76	101.3	95.3	192.6	51.1	108.4	190.9	151.4	32.2	114.6
CYP2C18	21.25	8.5	26.35	30.55	54.85	88.55	277.75	90.9	67.7	51.3
CYP2C19	209.5	192.6	85.5	106.8	69.1	204.2	131.7	57.4	103.7	207.7
CYP2C8	6.55	40	22.65	28.9	48.15	106.7	93.9	20	72.5	36.85
CYP2C9	58.9571428571429	120.142857142857	82.7714285714286	91.8142857142857	104.342857142857	105.671428571429	381.142857142857	62.4285714285714	89.6285714285714	118
CYP2D6	107.25	112.7	213.05	107.55	112.8	193.7	509.1	116.7	246.6	234.65
CYP2E1	271	182.366666666667	206.133333333333	257.366666666667	201.533333333333	219.733333333333	240.166666666667	168.166666666667	355.666666666667	204.933333333333
CYP2F1	69	81.5	48.8	16.5	19.4	28.6	470.4	75.8	11.9	32.5
CYP2J2	87.1	55.1	88.1	11.3	18.5	67	125.3	73.3	27	30.1
CYP2R1	368.4	402.966666666667	312.066666666667	372.166666666667	340.466666666667	330.9	578.533333333333	352.166666666667	472.9	355.833333333333
CYP2S1	93.2	203.2	140.2	75.2	138.1	147.8	109.5	203.8	222.1	79.4
CYP2U1	785.975	439.5	585.625	850.7	524.15	937.075	969.875	703.475	752.275	753.8
CYP2W1	268	105.2	157.6	257.7	208.9	90.2	626.7	132.3	91.5	169.6
CYP39A1	130.2	74.8333333333333	207.5	257.666666666667	69.5666666666667	83.5	250.266666666667	202.8	97.0333333333333	83.3
CYP3A4	83.34	184.68	101.4	92.84	24.74	147.82	260.4	140.68	217.2	175.86
CYP3A43	64.15	42.925	83.125	97.775	89.25	128.15	439.175	167.1	262.625	167.175
CYP3A5	91.725	63.8	32.3	95.55	79.5	95.125	282.1	124.4	89.9	67.075
CYP3A7-CYP3AP1	37.7	20.5	22.5	4.5	22.3	35.6	83.3	105.7	31.6	37.5
CYP46A1	31.5	231.5	18.1	98.6	55.4	107.1	88.7	21.8	47.4	53.8
CYP4A11	143	151.8	58.95	57.95	99.65	78.6	335.35	98.3	120.6	228.05
CYP4B1	167.6	210.35	16.35	39.15	151.1	115.25	291.45	155.65	105.2	106.9
CYP4F11	12.6	6.8	18.3	8.2	3.4	4.9	48.7	3.4	15	11.5
CYP4F12	46.1	80.6	31	47.9	119.2	45.1	286.8	35.2	165.1	323.2
CYP4F2	24.3	73.4	10.1	18.5	79.8	27.8	118.9	163.8	288.6	144.6
CYP4F22	107.2	21.2	82.3	23.9	78.8	64.4	290.2	122.1	28	20.8
CYP4F3	42.9	81.4	42.7	10.6	5.6	4.1	33.1	170.2	52.7	30.2
CYP4F30P	66.8	28	23	5	2.9	13	266.9	12.8	47.1	10.3
CYP4F62P	5.4	15.1	4.5	6.5	14.3	166.1	437.4	72.2	5	4.9
CYP4F8	129.2	68.7	9.6	63.7	10.5	12.3	115.5	83.6	7.7	21.1
CYP4V2	302.275	634.3	485.475	480.45	414.875	534.3	479.25	498	247.775	407.35
CYP4X1	13.4	7.3	130.2	50.2	2.7	5.9	42.5	3.3	12.6	11.1
CYP4Z1	24.5	99.7	75.6	27.2	62.7	77.1	150.3	91.6	124	16.2
CYP4Z2P	18.1	96.2	37.1	32.8	28.2	60.4	127.2	46	6.3	4.8
CYP51A1-AS1	66.5	7.2	21.9	10.7	20.3	17.9	136.1	14.3	59.4	8.2
CYP7A1	5.1	10.8	40.4	16.9	72.6	2.5	18.9	3.3	11.3	9.4
CYP7B1	72.2	84	67.5	128.4	66.7	70.6	168.8	26	5.7	168
CYP8B1	84	99.9	167.6	132.8	18.1	93.2	124.5	176.1	127.7	167.1
CYR61	39492.7	46129.3	43829.6	45962.25	42053.75	68093.45	50551.1	73814.7	74451.35	69415.45
CYS1	466.1	204.1	360.3	268.6	161.2	411.1	1287.2	204	260.5	622.8
CYSLTR1	55.6	34.3333333333333	54.7666666666667	54.2	21.6666666666667	37.7	70	115.4	67.9	68.3
CYSLTR2	99.2	26	12.2	25.9	165.5	25.6	160	148.9	83.4	31.2
CYSRT1	279	93.6	183.6	219.3	226.6	40.7	898.7	220.9	271.5	169.3
CYSTM1	6100.4	4958.6	6408.8	4895.7	4910.1	7573.3	8091.2	8359.7	6283.3	7786.7
CYTH1	590.25	418.15	670.2	420.7	656.8	435.95	488.1	608.45	390.65	381.9
CYTH2	535.233333333333	812.866666666667	632.6	446.3	708.4	549.166666666667	866.1	788.733333333333	872.333333333333	760.233333333333
CYTH3	1226.775	1054.225	1561.625	1132.7	909.75	953.125	1001.625	1502.05	912.275	1131.65
CYTH4	162.4	196	179.833333333333	144.766666666667	134	174.033333333333	115.4	135.833333333333	147.766666666667	154.5
CYTIP	178.5	68.4	235.3	533	730.3	19.1	414.8	161.1	56.3	85.2
CYTL1	765.4	3123.9	519.6	6657.8	134	2370.7	3559.8	209	60.3	237.2
CYYR1	141	75.45	50.9	119.75	13.45	97.15	134.4	34.95	45.6	82.85
D21S2088E	107.55	130.5	60.45	63.8	101.2	18.25	215.9	103.5	181.5	70.2
D21S2090E	77	28.1	55.3	96.1	108.5	199.1	717.2	89.4	52.8	150.1
D2HGDH	637.2	407.3	261.1	400.2	333.9	145.5	374.8	69.5	87.5	139.8
DAAM1	612.04	609.68	777.2	855.52	402.48	378.22	567.98	501.54	349.26	861.88
DAAM2	2073.3	1909.5	1688.6	2830.6	1894.4	3319	3209.2	1380.9	3340	2375.9
DAB1	37.15	17.45	12.6	15.05	62.95	110.9	325.85	12	19.75	15.9
DAB1-AS1	24.8	55.2	18.8	87.9	17.4	153.3	183.6	51	135.5	136.9
DAB2	995.8	1477.2	835.4	714.6	561.2	472.6	769.6	629.3	996.9	761.5
DAB2IP	269.966666666667	578.633333333333	364.733333333333	363.6	349.133333333333	662.2	1002.76666666667	921.3	616.1	817.166666666667
DACH1	24.9666666666667	53.7666666666667	20.1666666666667	8.2	17.8333333333333	44.5666666666667	88.1666666666667	71.1	10.4	36.9666666666667
DACH2	40.4	41.1	28.1	66.6	58.2	27.2	106.5	91.7	97.1	82
DACT1	3096.7	5337.4	3657.1	3811.6	4813.3	11060	4476.1	3521.3	5096.6	10033
DACT2	125.4	143.4	211.7	36.8	99.5	89.3	695	169.3	175.2	175
DACT3	435.55	408.65	222.45	614.55	379.2	421.4	469.15	365.75	438.05	450.7
DACT3-AS1	166.3	98.3	151.2	123.8	157.4	128.3	144.1	266.7	242.5	185.5
DAD1	17555.3	18840.1	20745	20178.9	21486.3	18527.3	17304.4	19217.6	22752	20629.7
DAG1	3130.5	3425.05	4343.1	3127.6	3047.8	4373.1	2740.25	4235.25	2426.7	3846.15
DAGLA	260.9	250.6	53.6	60.7	106.9	289.9	575.2	310.7	474.9	340.2
DAGLB	680.175	815.775	916.425	820.475	736.85	942.7	856.525	1268.8	763.15	626.5
DAK	356.9	355.05	241.05	310.65	284.4	473.9	376.85	370.05	468.4	497.4
DALRD3	1329.25	1197.65	1204.25	1008.4	724.45	1865.2	1686.95	1746.15	2729	2118.9
DANCR	331.1	1207.5	117	863.8	728.8	392.2	446.3	879.1	2780.5	691
DAND5	97.3	93.9	34.4	42.8	30.5	34	333	61.8	31.6	84.6
DAO	32.8	149.6	120	147.2	125	152	293	154.8	211.5	179.9
DAOA	80.2	65.6	25.8	126.85	124.7	115.1	189.9	105.3	35.95	57.4
DAOA-AS1	3.5	24.3	2.8	41.3	62.7	40.5	32.9	68.4	7.4	15.7
DAP	5788.9	7131.5	4626.2	4585.6	5035.6	5995.1	6932.3	10040.9	8479.1	7747.2
DAP3	2507.93333333333	2462.66666666667	2574.03333333333	2633.06666666667	3125.73333333333	2118.63333333333	2061.06666666667	2143.63333333333	2498.33333333333	2518.86666666667
DAPK1	841.2	870.8	937.45	2458.85	598.3	497.2	364.55	1088	731.1	786.45
DAPK2	206.8	58.9	106.4	137.1	41.15	150	187	159.35	261.2	128.1
DAPK3	4.5	6.5	4.2	2.4	4.4	5.7	81.5	7.6	11	25.1
DAPL1	94.5	92.5	106.5	23.2	22.1	166.8	75.1	32.7	307.7	223.6
DAPP1	147.05	238.925	214.95	178.275	138.4	255.45	505.6	133.375	269.075	127.175
DARS	6140.5	8934.2	4048.7	6352.55	4400.85	11152.35	9483.65	7647.5	11123.35	7418.45
DARS2	385.6	579.9	296.4	283.3	543.4	484.7	605.9	471.5	497.8	439.2
DAW1	119.9	90.1	45.7	81	4	25.2	40.2	161.5	146.3	46.4
DAXX	1017.55	1042.85	1608.7	1371.25	1279.95	870.35	1018.15	833.8	1367.9	1218.55
DAZAP1	2616.5	3255.2	3076.13333333333	3919.1	3287.96666666667	2115.03333333333	1895.53333333333	1987.53333333333	2322.96666666667	2439.76666666667
DAZAP2	8262.175	7924.6	9549.55	8267.925	8623.65	7755.975	7034.975	8159.675	8960.175	7637
DAZL	9.8	27.5	66	45.1	12.6	18.5	161.1	11.2	198.5	4.1
DBF4	1102.6	942.7	791.5	840.3	1280.8	514	381.7	861.7	890.9	788.4
DBF4B	77.425	131.075	79.325	97.825	43.45	123.9	314.6	83.75	31.7	41.775
DBH	25.65	34.85	34	21.2	60.3	87.75	497.35	151.65	114.1	89.4
DBH-AS1	155.3	189.5	46.6	264.3	170.5	193.1	287.8	25.1	49.9	144.5
DBI	9858.56666666667	11238.2666666667	10751.1	9853.53333333333	12543.3333333333	8569.03333333333	10546.4666666667	12159.6	12079.3	10030.3333333333
DBIL5P	38.2	47.9	89.2	114.3	161.1	106.3	340.1	127.9	212.6	168.6
DBIL5P2	149.1	103.8	27.4	74.9	15.7	33.3	359.3	33	75.4	33.1
DBN1	3237.5	5475.25	2638.9	2479.85	3202	5035.65	3386.8	3844.25	2988	4585.35
DBNDD1	143.7	52.7	113.5	123.1	99.2	139	653.1	101.6	241	174.3
DBP	342.05	232.95	432.75	390.15	324.9	343.45	1651.5	424.95	973.95	481.65
DBR1	1430.9	912.75	1201.5	1003	1082.65	975.15	692.55	1050.9	859.15	902.7
DBT	1263.26666666667	1214.88333333333	837.366666666667	1123.31666666667	988.816666666667	1122.18333333333	1302.31666666667	867.083333333333	1229.98333333333	1110.33333333333
DCAF10	2129.75	1852.5	1594.8	1555.3	1846.275	1556.4	1572.925	1640.3	1997.425	1829.6
DCAF11	718.35	1229.85	772.7	653.85	772.2	834.4	749.4	841.45	798.95	958.15
