geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878100	GSM878101	GSM878102	GSM878103	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
LOC100505564	83.5	38.7	88.6	88.4	105.1	136.2	94.8	89.6	39.4	3.8	85.8	77.7	201.2	176.5
LOC100505570	76.5	192.1	146	61.9	79.5	137.8	113.2	121.7	140.3	209.1	288.1	165.5	193.9	175.3
LOC100505592	247.3	126.2	216.4	366.1	152.3	139.3	224.3	122	181	169.5	325.3	346.5	140.5	349.4
LOC100505609	4.9	46.8	41.35	66	57.35	33.65	15.35	44	24.35	11.55	136.05	22.2	69.45	34.95
LOC100505622	18.8	128.3	71.6	138.7	37.6	119.7	114.3	140.9	59.8	74.8	77	73.3	36	43.9
LOC100505635	32.4	12	66.9	51	11.1	55.1	94.3	90.3	131	9	177.4	6.3	184	26
LOC100505658	19.5	54.9	6.3	6.2	5.9	6.6	62.7	5	6.8	11	75.8	63.2	50.7	21.9
LOC100505664	12.8	10.2	10.7	30.3	10.4	8.8	11.9	12.8	7.3	24.4	106.1	21.6	10.7	12
LOC100505666	16.1	8.4	78.9	72	94.5	19.9	64.3	61.8	8.9	106.9	433.6	142.2	153.4	132
LOC100505685	67.1	73.9	38.7	53.5	55.4	2.5	11.4	8	56.9	146.5	99.2	138.8	111.3	9.6
LOC100505710	175.3	296.3	345.1	343.9	326.1	47.1	310	237.1	271.7	473.4	282.8	292.3	217.4	510.6
LOC100505711	51.8	197.8	39.6	127.5	71	149.2	17.7	115.9	169.3	273.7	179.1	48.1	343	65.8
LOC100505715	1502.5	1150.9	953.4	1290.3	1085.5	1233.9	686	934.9	988.3	1142	1903	736.4	1230	1482
LOC100505716	14.5	22.4	8.6	10.4	10.9	45.5	40.1	13.1	14.7	128.5	253.1	62.7	81.4	88
LOC100505718	93.7	15.6	73	33.1	64.9	23.8	24.9	53.3	46.9	9.4	43.6	7.7	3.7	9.2
LOC100505727	85.75	165.85	39.65	53.5	49.8	161.4	115.3	171.85	42.8	91.6	446.5	112.1	200.55	177.2
LOC100505774	192.7	126.6	86.9	47.6	39.2	96	107.3	104.8	104.5	163	357.8	70	38.1	83.7
LOC100505776	46	2.8	2.3	8.6	1.2	3.2	24.4	1.8	6.4	23.7	117	12.8	66.5	2.7
LOC100505782	9.2	3.2	4.9	4.7	3	44	1.9	4.1	4.3	6	108.9	5.5	92	8.1
LOC100505784	57.9	15.1	2.6	6.4	5.9	45.7	66.9	78.5	39.9	28.3	38.9	86.5	73.9	24.5
LOC100505797	112	58.2	107	167	9.4	113.3	64.5	14.4	60.6	222.8	111.4	7.9	45.2	110.3
LOC100505811	60.9	13.6	3.7	2.1	3.2	3.2	2.2	2.5	32.8	6.1	25.6	3.2	67.8	2.5
LOC100505812	164.75	163.95	185	66.3	182.85	33.75	164.15	314	286.6	195.15	124.1	146.4	87.5	95.65
LOC100505817	10.3	8.7	16	27.6	5.2	13.7	11.4	2.3	42.7	17.9	48.5	42.4	148.6	106
LOC100505824	14.6	6.6	18.9	21.4	36.4	10.2	16.2	31.7	13	12.2	97.4	55.9	17.6	4.6
LOC100505835	59.9	71	74	120.9	82.1	51.3	85.9	55.5	25	113.6	360.8	17.7	11.4	145.8
LOC100505841	106.7	149.9	87.8	69.8	122.5	52.6	150.4	77.2	40	189.2	497.4	76.9	150.6	79.3
LOC100505851	65.75	15.65	24.25	42.4	57.5	5.1	9.05	40.05	29.05	41.2	159.65	71.6	23.8	41
LOC100505853	54.6	53.9	116.7	29.1	73.5	131.9	42.4	20.6	110.6	32.6	140.5	103.2	156.3	189.1
LOC100505874	378.7	412.1	55.2	159.7	212.1	58.3	76	85.1	153.1	258.4	51.3	199.2	779.3	39.7
LOC100505878	8.6	2	35.1	1.7	9	91	12.5	8	11.6	69.5	55.4	8.8	77.8	7.2
LOC100505902	125.3	145.2	141.2	121.4	204.1	164.5	197.8	158.5	163.6	26.2	601.3	92.8	236.9	128
LOC100505912	77.7	24.9	44.6	99.5	18.5	76.7	17.6	58	49.6	110.3	489.5	110.1	144.9	110.1
LOC100505915	329.1	575.5	118.9	183.5	273.2	179.3	146.5	206.5	138.9	112.5	208.2	248	501.2	211.7
LOC100505918	219.7	468.7	245.2	247.6	140.8	189.1	158.4	231.5	251	328.5	642.3	364	481	413.3
LOC100505920	44.6	171.2	99.8	10.2	116.3	71.6	35.5	26.6	28.1	100.1	228.4	45.4	161.5	63.8
LOC100505938	5.4	9.8	10.1	12.3	11.7	9.1	14.1	7.9	13.6	106.7	198.8	13.8	200.7	33.2
LOC100505942	225	206.2	290.4	190.8	270	464.4	336.7	72.4	227.1	357.6	529	355.3	424.7	189.7
LOC100505978	19.3	42.8	111.5	66.9	75.5	68.9	111.7	34.2	112.3	32.1	96.9	107.1	41.6	62.2
LOC100505985	19.3	17.3	11.9	61.1	14.1	17.7	11.9	105.1	9.1	41.6	138.5	25.9	25.9	19
LOC100506014	182.8	36.3	96.1	129.5	180.8	185.2	151.5	55.4	166.9	279.9	84.6	95.2	338.9	33.8
LOC100506016	44.2	32.6	2.6	5.3	57.2	11.6	6.5	6.2	7.3	32.1	41.2	5.4	3.2	5.1
LOC100506022	215.5	126.6	228.6	302.1	190.7	192.2	271.7	206.7	271.8	61.8	115.5	312.3	216.6	278.1
LOC100506047	33.6	195.1	19.1	96.3	112.8	11.2	92.5	57.5	102.8	142.6	151.3	29.6	15.6	66.5
LOC100506071	25.7	118.3	67	12.7	32.4	34.5	47.8	87.5	43.8	115.5	80	5.7	127.5	14.4
LOC100506082	54.7	58.3	80.2	3.2	54.2	5.6	102.9	83.1	41.4	121.2	80.5	77.8	190.3	7.8
LOC100506083	25.4	8.4	9.5	24.6	79.1	40.8	56.9	87.3	50.1	121	72.4	22.2	5.1	9.1
LOC100506098	112.8	56.7	31.1	114.1	67.3	80.5	132.9	73.7	143.6	7.3	370.9	102.9	260.9	14.9
LOC100506100	367.5	490.2	449.9	381.6	587.7	277.3	393.1	351.3	497	293.6	370.1	480.8	411	319.7
LOC100506107	21	15.6	67.1	24	59.3	39.3	8.8	4.9	10.1	127.9	55.2	4.3	28.9	71.1
LOC100506113	175	160.4	146.6	173.8	26.6	79.5	77.8	93.4	131.3	237.8	371.6	184	226.4	180.3
LOC100506114	6.1	23.4	9.9	18.4	17.8	6.2	6.2	10.6	7.8	6	256.9	17.5	21.1	34.9
LOC100506119	1845.5	1065.5	1844.4	2536.7	867.2	4756.3	1699.1	1876.2	992.9	4497.2	2080	1630.5	3065.5	2826.9
LOC100506122	19.9	25.3	24.8	2.6	88.8	29	9.9	43.9	3.9	20	60.2	180.4	7.2	30.6
LOC100506125	10.2	14.3	6.1	5.8	8.1	8.6	5.9	13.6	6.4	4.8	75.3	10.5	13.6	28.9
LOC100506127	57.6	63	94.3	63.4	54.7	63.5	49.65	94.25	118.1	132.6	143.1	59.1	117.5	95.8
LOC100506142	143.15	33.7	57.85	30.3	41.8	23.8	23.3	10.75	14.3	93.25	119.4	50.25	61	35.25
LOC100506172	40.9	86.35	48.15	47	14.15	61.25	36.75	38.45	22.6	80	260.15	71.1	51.8	10.15
LOC100506175	217	355.6	301.5	337.3	282.6	293.5	277.1	250.8	141.2	245.2	932.1	269.9	319	356.4
LOC100506207	60.9	141.4	20.25	115.85	27.7	86.95	49.95	52.95	71.45	114.8	93.85	42.8	19.75	130.1
LOC100506235	58.2	82.2	28.85	12.4	8.75	28.55	11.8	65.65	56.5	18.6	298.75	5.9	19.25	8.4
LOC100506236	1.9	7	6.5	15.2	36.2	25	7.3	14.2	7.5	13.4	99.8	51.4	48.5	12.4
LOC100506258	72.35	69.6	99.6	106.55	97.05	78.55	86.1	75.9	81.05	60.7	60.9	26	83.2	86
LOC100506271	79.8	26.9	12.2	27	60.8	34.2	11.6	14	24.5	35.3	168.2	21.8	37.2	24.9
LOC100506272	7.2	12	9	18.1	21.4	77	41.9	28.4	50.8	60.8	72.6	74.9	43.5	77
LOC100506274	17.15	42.15	5.4	9.2	9.55	37.45	19.65	10.3	14.05	20.25	126.7	107.85	24.4	16.75
LOC100506282	137.6	59.85	74.3	48.3	67.8	111.7	52.25	133.15	54.85	155.35	211.95	54.25	63.75	86.2
LOC100506286	6.5	7.1	10.5	11.4	9	12.7	65.3	47.5	51.6	6.9	73.5	12.8	25.6	10.5
LOC100506289	10.4	5.5	7	16.7	36.5	63.7	30.4	90.8	10.5	99.8	51.1	63	7.3	9.7
LOC100506299	344.7	237.75	291.5	326.7	318.5	308.2	254.55	198.9	221.15	326.1	228.65	330.75	392.9	289
LOC100506302	131.3	20	26.6	27.8	147.9	115.7	23.8	58.6	210.8	16.2	56.5	229	87.5	19.4
LOC100506314	16.05	19	8.1	70.05	50.25	12.25	9.9	10.3	12.35	11.85	453.95	19.75	131.2	94.75
LOC100506319	33	76.7	158.6	111.1	12.9	41	32.4	37.3	110.3	78.1	136.4	34.1	105.3	45.5
LOC100506325	206.8	200.5	148.1	158.2	247.1	138.5	286.1	269.9	340.8	183.5	461.7	113.7	234.4	211.2
LOC100506351	48.1	25.1	44.5	9.8	57.9	44.7	22.6	26.6	83.7	41.3	139.7	20.7	33.6	211.6
LOC100506368	164.7	267.8	267.2	219.2	128.5	180.4	88.4	258.4	100.6	160.1	406.4	268.4	263.4	161.3
LOC100506371	52.8	91	158.6	143.8	142.6	114.6	218.5	120.2	127.5	225.3	869.7	179.4	197.8	126.4
LOC100506374	243.1	200	219.5	35.1	46	17.6	27.1	64.5	15.3	257.3	133	33.3	109.1	62.1
LOC100506379	9.76666666666667	4.73333333333333	14.9333333333333	6.83333333333333	39	12.1	9.63333333333333	29.4333333333333	14.5333333333333	22.6333333333333	61.3333333333333	9.66666666666667	17.7333333333333	24.8666666666667
LOC100506388	121.8	8.8	14.6	42.2	6.4	179.2	46.7	88.1	35.8	179.6	279.1	9.1	142.9	104.8
LOC100506405	85.7	135.2	126.9	61.9	99.4	79.6	10.7	29.7	128.1	227.8	637.5	148.8	139	115.6
LOC100506406	79.4	126.4	209.5	36.2	24.2	22.4	10.5	104.7	16.9	101.7	131.4	47.5	29.3	84
LOC100506411	14.65	23.9	9.6	19.2	13.9	8.35	16.6	36.6	27.35	67.65	407.9	43.95	22.65	24.1
LOC100506446	70.4	32.8	11.3	19	57.3	100.4	14.4	18.2	75.8	51.3	128.1	16.8	34.6	8.8
LOC100506457	25.8666666666667	120.566666666667	131.066666666667	85.7	131.6	38.4666666666667	72.7333333333333	139.433333333333	92.9333333333333	58.6333333333333	184.133333333333	133.2	101.566666666667	126.033333333333
LOC100506459	5.8	7.2	11.8	3.5	6	17.3	7.3	29.8	7.6	18.1	76.1	8.6	13.3	15.3
LOC100506469	439.05	416.05	701.8	529.95	442.25	486.95	435.3	519.2	432.5	534.55	465.1	519.7	1112.85	686.6
LOC100506470	25.7	103.7	94	124.1	38.5	21.8	92	52.6	30.1	58.8	779.6	164.4	41.7	60.8
LOC100506472	144.2	117.8	57.6	103	181.75	169.85	23.4	43.55	122.65	152.55	115.7	169.85	243	225.9
LOC100506476	178.3	218.7	254	257.3	262.2	327.4	245.6	255.8	184.2	369.9	199.9	171.2	285.2	199.6
LOC100506489	25.8	5.8	4.6	5.5	30.9	3.5	8.7	8.1	6.8	2.8	63	2.5	74.1	26.6
LOC100506497	96.65	82	89.15	82	129.85	82.45	72.05	77.65	94	175.55	175.2	80.95	152.5	129.35
LOC100506498	6.4	10.8	41.1	12.2	8.9	42.7	5.1	60.1	28	9.9	114.7	4.8	157.1	6.1
LOC100506504	39.3	28.9	15.7	23.7	29.9	22	41.5	24.3	28.7	41.9	108.2	38	56.7	65.7
LOC100506526	75	78.1	76.8	127.3	61.4	11.2	57.9	13.3	5.4	121.2	359.4	49.7	26.7	116.7
LOC100506530	87.7	95.6	90.5	58.2	24.9	104.7	73.3	40.2	61.7	42.7	117.5	42.5	2.4	20.1
LOC100506538	81.3	4.5	54.4	16.4	87	15.7	66.2	51.9	51.2	6	47.8	43.1	21.7	69.3
LOC100506557	43.9	14.6	83.2	89.9	23.9	87.7	96.6	42.4	194.8	186.8	209.1	33	11.3	107.2
LOC100506563	51.4	89	60.4	126.9	62.2	86	56.1	4.1	44.7	141.3	188.3	41.2	35.9	25.1
LOC100506571	11.7	26.9	14	24.3	22	27.2	34.2	24.6	40.7	35.6	86.9	26.1	34.7	20.4
LOC100506585	77.6	76.1	95.3	113.1	146.5	9.8	68.8	59.1	85.7	78	168.3	72.7	32.3	45.4
LOC100506603	111	135.2	120.7	35.2	48.4	152.5	20.8	110.1	45.4	102.2	233.2	165.3	124.1	142.3
LOC100506606	66.5	103.3	167.7	145.7	160.1	120.5	30.4	24.7	94	110.1	838.8	178.3	191.8	176.1
LOC100506639	204.8	138.1	83.4	115.8	184.7	112.8	243.3	226.6	213.7	16.7	53.7	121.1	85.3	18.2
LOC100506655	16.2	84.2	23.35	26.6	37.4	26.85	27.6	95.8	42.75	23.75	166.8	43.4	59.7	22.5
LOC100506667	17.3	52	67.5	44.6	50.8	28.7	60.8	16.8	12.9	35.1	72	7.8	25.1	35.7
LOC100506675	49.35	30.85	14.15	12.15	36.3	23.7	38	11.9	60.65	56.15	329.6	133.75	48.8	9.2
LOC100506679	20.2	142.9	68.4	108.4	81.1	53.4	45.9	108.4	69.3	15.2	446.6	41.6	87.6	13.8
LOC100506691	143.4	117.6	74.1	85.2	137.2	350.3	71.3	27.9	298.3	75.3	52	276.8	180.9	22
LOC100506699	233.7	94.6	34.2	204.7	135.9	374.9	130.1	138.8	55.4	235.5	325.5	153.9	188.8	266.8
LOC100506713	164.3	89.65	99.3	173.15	166.55	178.9	160.65	166.8	214.05	236.6	82.3	196.05	270.8	63.45
LOC100506725	38	53.9	89.2	83.2	69.9	57.7	73.9	58.3	11.8	96.4	99.6	144.5	155.8	108.8
LOC100506730	1078.75	476.9	406.7	405.8	320.9	676.4	597.05	337.75	613.3	655	629.3	293.6	487.05	398.05
LOC100506731	158.7	101.3	55.7	75.6	115.3	18.8	148.4	156.2	135.3	56.8	62.3	89.3	50.5	104.8
LOC100506790	16.9	195.2	32.8	172.4	70.5	161.9	14.8	85.8	53.1	145.5	96.6	11.1	27.1	72.3
LOC100506791	201.6	94.1	99.4	80.4	31.1	45.6	18.3	22.4	69.7	156	141.5	96.4	216.1	21.5
LOC100506797	33.9	231.4	143.8	176.4	188.3	80	79.6	170.9	279.7	325.9	942.4	302.9	70.6	379
LOC100506813	137.7	133.8	115.8	107.8	186	107.4	120.8	58.1	82.4	189.1	662.7	75	252.9	129.1
LOC100506827	10.9	16	45.3	55	10.4	10.7	62.2	50.2	85.2	131.3	55.7	17.3	130.6	11
LOC100506834	195.1	108	137.4	250.35	154.05	238.3	194.1	212.4	173.2	94	176.65	170.35	288.25	138.9
LOC100506844	757.55	755.75	1154.2	1013.5	926.1	794.8	1099.05	873.65	758.5	854	1331.9	676.65	1052.75	935.65
LOC100506851	86.2	10.9	51	20.8	17.7	72.7	5.3	92.7	7.2	88.2	40.5	106.5	131.2	109.2
LOC100506858	81.7	619.3	143.8	86.1	202.1	33.4	4.7	83.1	25.8	36.5	833.7	183	81.5	129.7
LOC100506860	58.95	51.75	54.7	35.75	67.9	97.3	99.9	181.35	61.95	60.55	194.95	89.95	76.75	37.05
LOC100506885	158	46.7	46.3	75.1	49.1	34.6	13.2	75.5	63.8	91.7	60.1	28.2	89.7	9.3
LOC100506895	337.5	114.6	114.1	132.2	51.8	146.7	164.5	181.6	158.3	257.4	103.5	13.8	349.1	98.3
LOC100506922	197.9	350.3	214.5	296.1	79.3	470.2	399.7	343.2	355.5	315.8	532.3	232.3	500.6	203.3
LOC100506929	150.3	112.2	64.9	17.8	161.2	133.5	170.8	64.2	88.3	42.7	64.2	237	67.2	89.5
LOC100506990	2127.3	1570.3	820.05	692.35	2029.7	1851.6	1632.25	2271.3	845.2	2687.5	2836.55	1555.3	4435.3	1607
LOC100506999	31.3	49.3	34.3	16.9	47.1	59.5	42.3	55.6	3.2	5.8	115.7	49.4	6.1	2.9
LOC100507006	112.3	49.8	14.9	91.6	7.8	134.6	80.1	69.6	153.6	30.9	324.8	58.2	289.9	310.1
LOC100507033	175.6	150.6	80.3	20.8	106.7	104.6	112.8	123.3	116.2	12.5	257.7	110	11	100
LOC100507053	13.2	131.7	33.1	185.6	88.45	62.25	84.9	108	16.9	13.75	98.35	40.35	14.2	8.2
LOC100507054	229.2	189.3	271.4	127.8	44.6	431.5	191.1	286.4	229	304.5	189.3	115.4	447.7	188.9
LOC100507065	88.5	35.2	70.2	157.6	37.5	71.2	12.1	19.4	99.1	11.2	115	5.1	15.4	7
LOC100507073	85.7	51.1	33	20.8	23.1	26.2	15.8	11.6	25.3	13.3	418	13.1	46.7	55.3
LOC100507140	138.6	103	101.2	62.8	50.8	18.5	28.6	105.6	86.2	58.8	134.7	116	149.3	89.1
LOC100507156	215.6	451.4	130.2	167.3	180.9	202.7	140	245.4	229.4	226.4	737.6	119.2	157.5	62.6
LOC100507165	4518.6	1901.2	5281	4348.7	4058.2	3812.9	2700.5	2209.8	3239.9	2265.9	2124.7	3769.2	1727.8	2353
LOC100507194	5.3	14.3	8.3	9.2	7.6	2.8	13.2	3.3	7.7	9.9	45.2	5.3	10.5	20.2
LOC100507201	58.3	49.7	67.9	39.9	61.7	9.1	41.2	61.3	41.4	44.1	226.9	44	13.2	83.3
LOC100507217	2961.825	2050.425	2809.85	2543.05	2313.025	4633.7	4633.5	4133.425	3902.125	2860.8	3152.15	2196.925	3782.525	2542.95
LOC100507221	27.9	1.5	15.5	3.4	10.1	13.4	15.7	5.8	0.6	25.2	37.3	2.8	16.4	2
LOC100507250	27.2	39.6	50.1	98.5	54.4	39.9	4.8	75.1	25.1	29.2	179.5	8.4	218.3	28.9
LOC100507277	23.5	12.3	46.5	90.6	46.1	43.3	131.3	104.5	65.3	131.5	366.6	125.9	191.3	14.8
LOC100507283	67.6	55	49.15	45.6	73.4	69.2	7.05	101.45	81.15	14.35	100.5	39.3	177.4	81.9
LOC100507291	300.2	274.5	145.9	203.9	183.7	328.5	207.7	236.6	249	174.4	431.4	76.5	294.9	217.9
LOC100507311	152.3	127.3	93	169	20.9	256.7	67.3	9.3	119.3	116.7	157.6	142.6	172.4	175.7
LOC100507316	198.6	142.533333333333	140.933333333333	222.966666666667	212.633333333333	283.3	197.633333333333	200.566666666667	186.433333333333	156.6	424.466666666667	202.633333333333	383.833333333333	202.6
LOC100507336	47.5	233.8	121.7	201.5	139.6	15.3	81.4	208.8	128.9	425.6	444.1	189.4	198.3	72.1
LOC100507351	61.7	28	11.8	27.2	9	6.7	52.6	14.8	28.9	64.3	59.5	33.6	73.5	147.1
LOC100507377	17.4	11.5	58.9	13.5	34.7	8.6	23.8	4.5	5.9	24.2	106.4	22.5	22.2	26.2
LOC100507384	2.8	82.7	36.4	40.2	9.5	76.1	37.2	15.8	8.5	113	195.4	48.4	97.2	115.1
LOC100507388	12.7	12.2	12.9	10.1	14.9	3.3	5.1	6.5	20	28.5	482.8	20.9	15.7	5.8
LOC100507389	72.65	16.75	69.75	43	29.25	29.05	69.1	9.15	56.65	72.8	261.8	127.1	130.55	82.3
LOC100507391	116.8	48.5	191.9	23	163.8	30	154.7	157.8	26.7	95.4	278.9	29.9	30.9	70.6
LOC100507395	176	88.3	109.3	175.4	153.8	141.4	135.8	133.4	168.7	321.8	572.3	56.5	63.8	168.3
LOC100507403	87.5	277.1	120.7	10.7	147.1	134.6	177.4	139.5	187.5	273.4	416.5	200.7	329.2	272
LOC100507419	80.2	35.3	6.8	103.4	187.3	49.2	102.3	43.3	20.4	153.7	334.5	59.8	187.7	25.7
LOC100507431	505.75	431.85	318.4	443.5	275.45	331.8	523.9	425.3	382.6	248	487.95	378.65	328.5	335.9
LOC100507443	54.5	107.7	7.8	79.3	84.7	15.9	101	17.4	86.4	128.3	60.5	14.7	37.9	58.5
LOC100507459	250.4	212.4	273.9	242.2	209	213.4	302.3	415.1	463.9	242.2	293.7	210.3	199.4	140
LOC100507461	35.6	66.7	7.1	8.7	8.9	8.6	15.1	99.3	11.9	62.7	141.5	10.9	84.2	24.5
LOC100507462	7.5	56.2	87.6	43.1	76.7	48.6	67.3	45.6	93.8	160.2	132.1	16.7	151.7	51.8
LOC100507468	35.7	15.9	122.2	17	37.2	21.9	48	9	81.9	55.6	117.9	22.4	98	34.9
LOC100507477	74.65	32.25	16.5	20.2	15.65	47.5	25	30.85	62.05	63.8	102.2	66.05	87.95	39.25
LOC100507480	11.8	15.4	7	9.7	8.2	11.2	14.7	24.9	10.5	26.9	83.7	17.8	16.9	26.2
LOC100507494	145.05	202.8	172.5	101.35	136.35	107.4	22.5	19.05	98.85	208.65	497.05	195.95	181.55	164.7
LOC100507501	26.7	56.7	32.7	215.2	46	293.2	108.9	226.1	122.7	314.4	250.3	176	372.9	15.2
LOC100507506	9.1	125.1	46	16.5	9.2	29.1	87.5	89.2	36.3	19.1	284.6	131.6	49.1	36.6
LOC100507507	565.766666666667	601.3	544.833333333333	522.433333333333	760.4	836.1	445.833333333333	957.4	707.666666666667	754	965.833333333333	655.033333333333	884.966666666667	735.9
LOC100507513	89.5	213.1	58.3	205.9	123.9	138.4	100.6	208.2	70.2	158.2	673.4	239.8	257.2	227.3
LOC100507516	236.3	266.8	159.9	101.6	388	155.3	478.8	305.9	377.1	191.1	168.4	362.1	108.9	100.9
LOC100507520	26.8333333333333	345.633333333333	250.533333333333	229.966666666667	201.566666666667	188.433333333333	173.033333333333	209.1	167.033333333333	224.366666666667	280.1	203.666666666667	365.8	182.7
LOC100507530	294.3	211.7	162.8	203.7	226.5	303.5	208.3	192.6	111.1	280.2	392.1	336.9	270.7	484.6
LOC100507534	14.5	7.5	52.7	7.4	10.5	12.2	3.5	45.4	4.2	11.2	69.4	6.7	16.4	28.8
LOC100507535	204.4	23	243	136.5	243.7	318	229.5	125.8	143	136.4	453.9	224.9	156.2	139.3
LOC100507537	88.4	35	39.5	67.6	207.9	53.4	83.2	64.3	76.8	9.3	464.3	110.4	77.4	56.1
LOC100507540	118.6	186.7	162.6	161	386.9	231	192.9	164.8	196.1	254.8	800.2	81.9	359.7	276.8
LOC100507557	428.5	361.5	628.1	846.6	444.7	1312.4	470.9	460.1	580.9	506.4	428.3	500.5	734.7	794.6
LOC100507560	7.9	154.6	137.1	17.6	125.7	139.8	117.7	138.3	155	206.9	587.5	163.8	26.5	92
LOC100507562	138	63.9	110.5	111.7	130.2	79.4	61.5	32.8	110	154.5	88.8	132.5	30.3	39.8
LOC100507564	92.4	159.2	147	137.1	140.6	136.1	181.6	189.2	178.3	119.5	641.5	207.6	203.8	117.5
LOC100507600	146.1	6.7	79.5	74.7	163.6	159.7	62.9	71.6	78.4	7.9	39.5	114.8	45.8	64.5
LOC100507616	62.4	130.6	115.7	24.2	20	77.3	43.2	117.4	4.7	8.2	98.5	4.8	21.6	17.8
LOC100507630	19.4	15.6	27.6	54.5	116.1	15.4	14.5	170.4	92.9	17.3	222	147.4	46.6	103.8
LOC100507634	23.75	81.7	25.45	3.75	76.7	97.65	41.35	81.05	65.35	39.45	97.85	128.75	63.25	41.6
LOC100507642	145.5	157.3	97.4	89.2	125.5	111.7	63.2	214.1	108.8	62.2	438	14.9	132.5	37.5
LOC100507654	41.0333333333333	53.1	18.1333333333333	35.8	54.7333333333333	22.7	57.9333333333333	12	35.9333333333333	58.5	289.7	18.9333333333333	22.7666666666667	57.1
LOC100507656	20.6	32.3	12.3	12.1	38.1	16.5	12.4	11.5	14.5	17.5	132.5	27.8	22.3	51.5
LOC100507670	381.1	307.1	306.6	258.3	164.1	269	242.8	377.6	275.5	413.7	803.6	187.5	286.4	264.3
LOC100508631	55.5	21.1	34.2	51.2	13.8	85.7	77.9	109.2	16.6	37.3	64.5	79.1	128	23.7
LOC100509303	14.1	24.2	43.8	47.6	43.1	93.5	118.7	56.7	66.9	10.9	51.5	123.2	10.9	174.6
LOC100509814	48.4	8.5	23.5	16.9	9.1	76	34.9	20.2	55.8	93.3	101.2	76.4	25.5	12.2
LOC100630918	40	161.1	138.3	169.4	62.3	180.9	173.6	111.1	127.6	105.2	176.9	57.3	215	133
LOC100630923	173.05	213.5	113.9	148.2	170.3	187.15	167.4	146.8	124.2	269.95	233.3	144.65	214.45	171.65
LOC100631378	7.15	7.9	8.2	5	10.4	58.25	6.95	78.8	12.2	6.8	84.05	80.85	43.95	23.2
LOC100652768	48	271.7	151.6	101.1	282.8	45.3	49.7	53.7	14.6	56.2	166.5	144.5	69.3	371.9
LOC100652770	99.6	178.633333333333	82.3333333333333	159.633333333333	99.0666666666667	121.3	86.1666666666667	84.5	81.9666666666667	66.9333333333333	575.033333333333	51.7666666666667	198.233333333333	180.533333333333
LOC100652824	47.7	164	153.5	132.2	71.7	91	85.8	61.7	100.6	25.8	618.9	47.5	30	25.4
LOC100652911	51.9	16.7	24.1	19.1	33.4	10.2	8.9	8.9	13.6	26.2	139.2	6.7	32.9	42.6
LOC100652999	11.2	15.1	14.3	102.4	26.2	35.9	119.3	16	23.5	42.6	68.2	19.7	17.3	20.3
LOC100653005	11.4	26.9	14.2	11.3	21.9	22.8	105.4	16.2	20.5	9.2	224.5	62.8	47	19.7
LOC100653086	18.9	53.5	79.8	9.2	16	104.4	130.3	126.6	25.9	10.7	113.5	8.5	24.6	35.4
LOC100996246	27	17.8	72	17.7	128.2	60.4	14.1	8.9	14.9	20.1	65.8	98.7	25.7	124
LOC100996251	219.5	168.6	140.6	234	169.1	77.2	74	162.4	131.3	204.7	405.8	111.8	262.6	67.9
LOC100996255	602.5	541.3	358.3	613.7	284.7	1126.2	919.4	1099	786.9	698.7	923.2	462	391.6	356.4
LOC100996263	14	13.1	11.4	17.5	9.1	16.1	20	13.3	58	100.3	70.7	58	24.5	44.9
LOC100996286	188.8	48.3	144.7	56	63	33.6	77.6	41.1	133.2	252.8	96.6	65.2	248.7	433.2
LOC100996325	4.9	7.1	5.5	20.5	76.8	6.8	4.3	10.2	2.8	7.6	94.8	2.7	10.2	8.9
LOC100996342	16.9	264.6	224.7	183.5	88.5	266.2	181	148.8	165.4	195.9	451.2	277	236.8	156.6
LOC100996345	101.7	38.7	39.6	144.8	16.9	7.7	95.4	30.8	57.2	14.2	239	11.9	11.4	71.6
LOC100996385	87.1	47.15	49.7	45.4	53.75	68.8	20.7	61.85	64.95	95.8	151.4	37	137.85	15.65
LOC100996404	23.5	86.9	14.8	60.9	32.4	50.3	57.5	24	36.6	63.4	43.1	58.5	67.5	88
LOC100996412	458.8	247.3	146.6	372.7	306.9	218.4	218.1	227.9	245.2	283.9	777.7	245.3	229.7	190.9
LOC100996425	254.5	255.7	167.2	292.2	105.5	336.5	187.8	190.6	116.4	53.9	308.1	183.8	222.2	202.2
LOC100996455	34.6	13.3	7.9	14	15	26.5	14.4	32.4	8.9	24.7	472.2	153.2	25	8.3
LOC100996457	283.9	262.6	238.1	401.3	229.1	293.6	271.1	222.4	213.9	347.2	964.5	265.6	488.2	391
LOC100996506	140.15	144.2	134.3	113.6	261.75	138.25	74.9	118.15	127.95	200.9	246.05	159.5	448.4	142.05
LOC100996542	105	31.2	81.7	37.4	121.9	6.7	63.7	80.1	54.7	116.5	72.9	68.4	203.4	30.5
LOC100996549	63.9	15.4	7.2	6	41.8	16.2	4.8	8.3	22.8	7.5	206.1	7.7	5.4	23.6
LOC100996579	86.25	50.85	27.55	14.05	66.85	40.65	36	28.05	40.5	55.95	118.95	87.5	148.25	63.85
LOC100996583	99.2	115.5	160.4	21	5.4	53.6	123.8	57.2	155.2	220.6	88.7	49.3	163.8	111
LOC100996590	49.75	59.7	65.5	46.3	82.8	18	38.55	54.6	20	63.25	78.15	49.55	64.1	104.4
