geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878100	GSM878101	GSM878102	GSM878103	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
LMNB2	1065.7	1377.5	870.5	1201.3	1353.2	455.6	1094.1	963.3	894.4	801.4	177.3	1001	1025.2	960.6
LMNTD1	223.3	234.4	237.7	185.4	196.3	124.5	147.6	137.2	84.1	288.3	647	206.3	310.3	244.8
LMNTD2	177.5	274.2	212.3	162	148.1	183.7	114.2	226	61.3	306	802.1	142.6	204.5	292
LMO1	97.9	163.6	129.6	7.6	125.1	83.9	89	62.4	85.1	161.7	577	187.7	396	181
LMO2	145.95	106.15	288.9	69.95	214.35	134.45	80.75	80.2	237.8	60.7	223.1	105.3	46.2	101.35
LMO3	32.45	54.775	27.7	49.075	17.275	45.675	48.375	65.3	17.55	50.925	67.45	204.275	113.2	74.8
LMO4	1756	1250.48	928.04	2282.64	1498.3	1434.82	1741.5	1973.28	1727.14	819.1	1152.1	1082.94	1136.36	1199.5
LMO7	3946.2	3040.775	2725.075	2594.75	3090.8	2919.675	3045.35	3138.775	2755.45	2577.275	831.375	2860.725	1156.55	3039.7
LMO7DN	5.1	6.9	130.7	56.3	285.7	133.9	48.5	54.2	193.5	85.2	37.1	98.5	20.6	21.1
LMOD1	1388.85	1467.95	660.45	1119.25	2589.05	1025.5	1444.95	735.9	771.35	2500.95	3185.7	2057.4	1171	3848.35
LMOD2	8.2	10.6	6.9	8.5	4.1	34.5	3.6	5	9.6	16.5	60.2	6.9	11.1	35.3
LMOD3	34.8	31.8	18.9	53.1333333333333	30.1	27.8333333333333	48.5333333333333	34.3	19.3	38.8666666666667	119.933333333333	64.4	101.033333333333	46.4333333333333
LMTK2	200.633333333333	263.166666666667	345.6	254.266666666667	312.366666666667	358.833333333333	313.966666666667	346.3	261.9	264.766666666667	413.933333333333	225.633333333333	212.733333333333	266.8
LMTK3	74.3	40.6	133.3	223	121.2	17.5	91.9	85.3	27	179.6	136.4	189.4	12.7	209.9
LMX1A	36.5	49.1	18.3	4.4	36.9	48.8	20.8	35.4	9.7	142.1	71.2	32.3	85.5	4.2
LMX1B	12.8	45.5	24.9	10.6	91.4	16.5	17.8	86.6	14.6	19.1	243	20.9	17.9	15.1
LNP1	499.6	308.6	480.9	821.4	282.3	320.9	581.5	756.5	475	314.6	1139.2	180.3	644.9	599.6
LNPEP	1383.22	1456.24	1772.78	1930.96	1164.96	1432.52	1715.56	1278.64	1474.16	1048.74	854.62	1070.08	874.16	1068.02
LNX1	1148.25	340.6	427.8	1920.75	336	491.5	704.75	442.65	1152.9	229.6	345.6	147.1	361.5	162.75
LNX2	734	792.3	1090.5	890.7	1092.1	1069.6	967.8	1222.9	822.3	781.5	1000	663.1	1225.3	670.9
LOC100049716	440.7	421.1	359.7	527.65	330.45	375.95	550.4	330.75	294.6	537.3	480.15	244.4	340.9	331.35
LOC100126784	80.3	51.8	37.5666666666667	32.2	13.5333333333333	35.3666666666667	39.7333333333333	96.8	101.966666666667	65.0666666666667	71.6666666666667	55.9666666666667	27.4666666666667	43.9
LOC100127886	5.5	3.7	4.9	43.7	2.8	37.8	11	2.6	25.9	2.4	142.5	1.4	5.7	8.3
LOC100127940	18.5	38.6	2.7	44.2	37.1	110.2	12.8	27.1	31.4	20	80.7	18	113.8	33
LOC100127972	198.9	211.4	191.8	104.3	15.5	116.7	154.4	153	173	212.8	528.5	159.7	249.2	160
LOC100127974	51.6	33.9	24.5	59.4	61.9	9	48.2	43.6	46.2	95.3	73.3	18.9	42.6	16
LOC100128079	31.95	79.45	19.9	13.2	18.9	60.85	31.95	67.55	85.15	86.1	321	131.4	96.95	56.9
LOC100128108	280.8	290.6	253.6	330	252	395.9	358.7	255.7	220.1	364.5	741.2	353.7	371.9	384.2
LOC100128164	15	16.7	10.8	12.7	8.1	23.2	23.8	21.1	7.5	42.7	85.9	85.3	11.1	21.5
LOC100128175	11.7	14.5	25.2	7.5	5.5	2.9	14.7	53.9	26.7	5.7	64.5	42.1	46.9	10.1
LOC100128176	40.65	8.5	11.15	18.9	35.05	25.25	9.95	3.2	26.45	4.25	273.55	27.35	26.85	44.8
LOC100128185	12.4	76.3	30.2	106.8	144.6	20.9	61.8	90	131.6	6.6	100	4.4	13.8	26.5
LOC100128198	15.2	58.5	91.4	10.1	20.4	66.8	136	114.3	17.8	148.3	61.5	20.2	353.4	112
LOC100128239	12.5	11.8	12.8	17.4	9.6	24.6	7.1	11.6	13.7	25.6	138.3	17.6	59.7	22.9
LOC100128281	150.55	102.7	106.95	99.05	110.1	71.05	99.2	87.45	123.8	90.2	264.3	121.7	139.45	91.5
LOC100128288	196.4	73	152.4	102.6	53	211.9	232.1	85.3	89.7	226.1	308.3	72.5	101.7	65.5
LOC100128325	93.5	104.8	145.4	197.2	222.4	220.6	143.7	48.7	187.7	76.7	53.4	295.6	170.3	110.1
LOC100128343	118.1	157.8	100.8	102.4	73.8	37	80.9	45.5	19.1	94.6	637.2	104.4	108.3	132.9
LOC100128554	16.3	16.2	106.1	10.6	14.8	36.7	4.5	48.6	5.5	18.4	365	9.3	22.6	15.9
LOC100128644	92.6	164.5	184.5	119	118.9	53.3	25.8	234.9	174.5	142.7	303.1	181.1	295.7	175
LOC100128653	282.2	298.8	129.3	231.3	356.3	339	96	104.3	144.4	74.1	798.2	57.4	279.2	241.7
LOC100128751	10.2	16.2	8.2	16.7	13	11.3	9.5	12.3	16.7	16.6	80.5	15.6	22.6	20.6
LOC100128840	21.2	44.3	41.9	19.6	79.3	55	35.3	107.2	55.4	32.2	436.2	14.3	27.5	70.3
LOC100128922	6	4.7	4.1	3.7	12.5	95	31.2	32.7	7.8	11.6	29	63.7	20.9	3.1
LOC100128988	142.9	161.4	136.2	134	118.6	274.4	70	134.7	141.5	231.1	1211.5	295.1	342.6	189.4
LOC100128993	10.7	71.5	2.8	7.9	14.1	4.5	81.4	64.6	7.4	85.7	96.1	6.7	17.6	22.2
LOC100129034	1762	1202.35	1169.5	977.5	875.4	1159.9	1594.55	1140.1	870.25	1787.2	1170.65	1409.5	1576.7	1819.4
LOC100129069	16.3	7.6	11.8	11.1	15.6	107.6	4.4	11.8	13.7	7.7	149.1	5	16.6	8.5
LOC100129098	118.1	332.3	41.4	53.9	9.8	20.8	68.1	16.7	121	125.9	596.8	24.6	320.5	63.7
LOC100129112	72.8	6.8	3.3	11.6	12.1	9.7	25.2	13.3	7.3	227.9	59.6	56.8	15.1	10.2
LOC100129129	220.95	211.65	166.05	201.9	141.2	110.55	86.5	64.25	85.55	331.05	873	119.8	224.35	235.8
LOC100129175	9.1	45.5	21.5	94.6	76	138	5.3	60.1	123.4	72.8	130.9	65.3	239.2	44.5
LOC100129198	13.1	89.7	14.6	4.6	6.4	96.7	46.3	6.7	54.4	45.4	46.2	74.6	4.3	16.4
LOC100129361	2156.13333333333	1825.73333333333	1922.83333333333	2402.83333333333	2406.93333333333	2288.56666666667	2150.7	3187.33333333333	3183.16666666667	1767.73333333333	2193.2	1562.06666666667	1637.86666666667	1432.46666666667
LOC100129380	418.2	414.9	383.1	380.3	501.6	411.7	273.4	418.3	430.7	614.6	1369	483.6	607.7	569.9
LOC100129406	775.9	399.5	160.4	468.7	228.2	682.8	342.3	287.5	227.3	324.4	429.7	189.6	300.7	330.7
LOC100129447	110.3	185.9	191.5	90.5	114.2	194.6	185.8	52.3	164.9	59.5	716.8	259.6	250.1	47.5
LOC100129449	146.6	81.9	51.9	50.1	6.1	10.7	28.5	16.5	64.7	49.3	221.9	21.2	40.5	21
LOC100129455	18.9	90.5	52.2	30.8	221.6	152.2	19.9	5.8	168.9	133	169.7	78.3	116.3	105.1
LOC100129461	272.2	332.8	208.1	252.3	202.1	67.8	188.8	368.1	201.2	148.8	396.1	175.3	300.4	186.9
LOC100129476	84.7	38.5	19.6	77.8	36.9	63.7	127.7	36.1	56.8	284.7	116.1	116.1	118.8	107.5
LOC100129516	15.8	10	24	25.2	29.2	145.9	117.2	19.8	67.7	89	54.3	121.5	150.3	45.1
LOC100129550	1096.3	1037	1442	1428.2	704.8	2170.4	1406.6	1318.4	1218.9	946.5	625.1	815.5	895.6	1030.6
LOC100129603	60.6	24.9	14.1	29.3	20.6	8	11.9	61.6	15.8	17.8	551.3	26.3	85.3	75.7
LOC100129620	6.5	5.7	19.2	1.5	6.7	52.3	3.7	54.8	13.9	8	72.5	4.9	79.3	2.9
LOC100129722	173.9	106.75	39.4	86.25	191.1	64.85	65.55	106.85	47.65	106.75	101.35	216.9	117.9	121.4
LOC100129884	115.8	72.8	88.3	53.8	47.3	74.4	26.5	56.4	107.1	46.5	269.8	52.9	77.4	114.9
LOC100129917	104.3	138	38.9	10.6	3	129.2	112.5	79.9	43.4	12.6	63.7	79	129.5	17
LOC100129935	36.6	63.4	15	57.6	9.3	130.7	266.2	199.9	11	241.1	203.7	28.6	312	39.1
LOC100129973	54.7	5.2	95.3	55.3	8	253.2	6.6	7.1	6.9	30	38.3	10.8	6.9	41.8
LOC100130078	34.2	332	49.8	42.5	43.6	38.7	32.8	17.4	46.9	155.7	227.8	90.4	117.6	71.7
LOC100130111	86.3	52.05	49.35	58.9	88.6	9.55	57.5	33.95	14.65	109.8	123.65	84.4	33.5	98.1
LOC100130219	329.3	245	181.9	233	175.5	175.2	236.1	302.8	209.1	7.5	81.2	113.4	180.9	137.1
LOC100130232	71.8	47.4	6.3	45.9	20.5	48.1	47.8	19.2	97.8	122.5	43.4	12.1	38.5	19.7
LOC100130264	135.7	179.8	118.9	77.7	133.7	98.7	63.4	81.8	90.8	183.3	788.2	100.5	156.5	126
LOC100130278	19	74.8	114.7	57.1	7.4	29.5	18.5	36.7	87.3	35.5	465.8	6.8	47.2	117.4
LOC100130285	169	43.1	141.5	27.4	268.4	228.1	108.2	181.1	112	67.6	136.1	193.3	151.9	153.4
LOC100130331	140.7	56.3	76.5	61.9	33	88.4	81.4	16.7	92	179.3	37.3	19.4	17.4	153.8
LOC100130357	41.2	32.1	6.7	101.7	89.7	92.4	12.2	121.9	85.1	164.7	146.1	136.6	38.7	131.8
LOC100130370	20.85	47.2	52.15	70.3	22.25	67.2	14.15	57.75	54.35	20.95	113.85	23.8	115.75	67.8
LOC100130417	67.45	140.7	170.15	146.5	107.9	159.75	85.9	120.35	28.1	177.7	265.1	137.6	24.85	57.5
LOC100130428	120.3	187.5	54.2	69.4	135.2	171.5	89.6	56.6	101.2	168.5	278.6	142.8	40.3	115.7
LOC100130429	145	69.6	120.7	311.5	193.1	224.6	272.2	112.9	57.3	178.8	554.9	150.9	267.9	115
LOC100130452	6.4	21.1	24.3	10.3	13.6	29.4	12.4	11.6	6.3	19.9	119.5	13	17.9	80.1
LOC100130456	72.6	72.3	29.5	26.2	30.3	50.4	44.6	96.7	40.1	198.4	327	34.8	50.4	76.5
LOC100130458	57	14.5	14	47.1	14.6	35.6	83.9	9.6	5.6	14.2	126.5	101.2	30	81.7
LOC100130476	49	10.5	92.5	34	80	29.4	11.2	45.6	7.3	124.9	176.9	6.9	11.2	10.1
LOC100130502	102.4	48.5666666666667	40.0666666666667	76.2	72.8	121.033333333333	97.1333333333333	100.2	119.366666666667	34.5	424.433333333333	151.366666666667	144.333333333333	94.8666666666667
LOC100130548	126.5	33	113.6	42.3	160.1	135.2	87.3	204.7	138.2	88.3	33.4	67.2	91.2	40.4
LOC100130642	3.2	8.3	6.1	7.9	4.6	3.3	6.7	59.6	8	4.4	23.9	34.7	3.6	10.3
LOC100130654	78.6	146.2	5.3	55.3	9.7	4.4	11	35.6	40.2	161.2	60.4	115.1	60.8	99.7
LOC100130691	325.2	226.5	220.3	363	251.7	317.3	333.2	220.8	202.4	323.1	128.6	187.7	178.4	179.5
LOC100130700	18.5	58.7	185.5	80	122.2	100.1	13.4	110.2	64.9	213.4	150.6	28.2	66.7	114.4
LOC100130705	151.7	154.6	142.9	130.8	163.5	102.3	216.7	6.3	38.7	124.9	181.1	102.1	6.3	79.9
LOC100130741	29.5	22.2	33.8	17.3	24.9	164.5	9.5	112.2	16.4	130.6	85.8	148.2	147.8	28.2
LOC100130744	7.1	100.5	99.7	116.4	28.3	54.8	124.8	65.5	81.3	14	360.9	87	70.3	48.9
LOC100130815	6	5	15.3	29.8	79.4	110.4	27.2	11.1	8.5	36.6	280.7	60.9	9.7	26
LOC100130872	248.8	177.5	250.9	151.3	225.6	111.9	155	382	251.5	217.8	171	468.4	508.9	364.4
LOC100130938	457.2	363.1	318.7	370.9	773.1	207.6	251.5	269.1	365.3	417.1	748.6	716.6	992.5	509.7
LOC100130950	119.85	33.5	117.4	85.45	94.15	128.75	106.25	20.35	46.65	150.15	105.45	49.6	107.05	23.15
LOC100130964	2.3	16	2.5	3.7	4.1	3	2.5	2.5	6.1	6.5	21.4	129.3	6.9	7.8
LOC100130987	185	152.1	117.1	256	380	324.1	374.7	478.2	279.3	241.7	211.5	161.9	242.4	161.9
LOC100130992	31.1	108.3	60.1	78.3	2.4	72.2	160.9	120.6	111.2	47.9	45.6	98.2	226	36.1
LOC100131043	178.1	187.1	278.9	116.9	218.8	214.5	171.2	334.7	252.4	292.5	275	49	290.3	38
LOC100131053	60.3	11.9	5.5	3.9	67.2	120	34.4	41.7	56.6	7.7	76.2	60.6	25	4.8
LOC100131170	20.4	12.8	20.3	11.7	7.1	13.4	118.7	17.9	14.7	20.3	129.2	11.3	23.8	22.4
LOC100131180	45.1	140.1	40	88.8	69.2	42.9	18.8	13.9	93.7	8.8	597	41.5	77.4	63.4
LOC100131262	1447.7	1606.5	1323.8	1426.3	1490.4	1116.9	1856.9	2206.6	3078.6	1758.9	971	1821.5	1202	1239.6
LOC100131303	148.9	235.8	155.5	182.4	99.1	69.7	138.6	57.8	103.7	196.7	440.5	66.4	30.9	35.6
LOC100131347	14.1	17.2	21.2	17.5	12.5	12	17.1	6.8	19.3	22.4	65.2	14	28.8	17.4
LOC100131496	3.1	8.2	5.9	8.3	9.7	8.3	9.9	14.7	10.1	66.8	91.4	12.4	26.2	8.3
LOC100131508	24.7	18.7	14.8	88.6	19.1	26.1	11	7.3	6.4	7.3	129.7	4	95.7	50
LOC100131510	92.5	115.2	20.5	71.2	26.6	57.8	59.3	181.7	60.1	73.2	776.2	201.9	269.7	141.6
LOC100131532	33.9	38.4	97.7	26	79.9	102	23.5	92.3	66.9	19.5	119	44.7	145.5	138.9
LOC100131541	792.6	322.1	164.1	248.1	261	935.1	349.3	282.4	320.1	393.5	706.4	259.7	298.4	363.3
LOC100131564	1021.35	1077.6	502	1194.3	586.65	2055.05	691.65	628.4	631.9	827.1	1549.5	859.85	1530.7	599.35
LOC100131581	138.9	102.4	139.6	41.5	97.2	139.1	29.8	63.8	106.5	191.3	485.8	29.6	123	105.1
LOC100131655	15.7	94.5	16.4	3.2	146.4	98.9	4.3	101.6	72.9	95	120.5	135.5	11.1	142
LOC100131662	25.5	69.8	9	5.7	76.8	33.6	23.2	8.7	9.1	29.3	936.8	4.3	119.2	20.8
LOC100131691	65.5	64.2	92.3	61.7	22.3	75.6	64	114.8	86.6	68.1	351	87.9	98.1	37.3
LOC100131756	186	65.9	14.5	39.1	19.9	49.1	42.1	123.4	98.2	184.3	125	37.2	25.8	48.2
LOC100131763	69.7	74	18.3	31.5	26.2	156.2	46.5	16.8	77.8	9	44.8	97.3	43.6	105.9
LOC100131860	91.8	4	11.2	32.4	20.5	91.7	8.5	12.3	27.5	32.7	66.7	64.6	86.6	10.4
LOC100131864	14.2	163.8	13	59	23.6	270.8	57.4	29	170.6	59.2	129.2	47.8	24.8	91.5
LOC100132005	17	50.1	29.6	82.9	14.7	14.3	17.3	23	13.4	20	562.9	27.6	24.5	19.1
LOC100132057	90.6	178.3	108.65	50.15	123.65	148.95	87.2	86.1	85.05	146.25	373.25	73.7	184.35	125.6
LOC100132077	59.4	60.9	9.1	34	85.1	112.1	77.4	43.3	88.9	118.3	116.2	60.9	188.8	70.1
LOC100132078	71.6	43.7	3.9	38.4	11.6	6.7	21.6	82.5	46.4	10.4	209	6.8	5.4	9.3
LOC100132167	448.5	446.5	621	410.9	547.1	260.9	134.2	291.5	381.6	337.8	284.9	568.7	554.1	471.9
LOC100132207	71.6	81.7	64.4	48.1	60.9	143.3	78.6	69.3	55.1	90.2	180.1	89.8	27	78.3
LOC100132319	81.8	117.4	66.1	143	14.9	146.7	60.4	43.8	59.4	192.6	83.6	29	153.1	30.4
LOC100132352	502.3	578.8	465.4	1202.9	375.3	737.3	328.7	318.3	688.1	597.5	611.1	179	370.2	474.8
LOC100132354	280.9	137	208.2	191.1	182.4	90	138.8	164.8	38	321.4	1562.1	232.7	56	289.3
LOC100132356	71.2	54.8	64.7	22.5	102.6	286.3	101.3	111	115.1	94	296	87.4	166	132.9
LOC100132661	57.9	30.6	26.1	62.1	107.4	49.3	64.6	91.9	40.2	137.8	83.5	42.2	88.8	83.7
LOC100132686	118.1	43	11.7	10.8	75.9	227.9	14.3	84.8	30	60.3	76.2	5.4	11.2	8.1
LOC100132735	105.7	55.1	10.4	47.2	25.2	81.2	47.2	35.2	77.4	18.7	145.8	15.5	36	63.7
LOC100132891	1750	2533.2	1366.9	2074.9	2135.2	4931.5	1807.7	4346.6	3856	2975.8	2981.7	1303	5594.4	2867.4
LOC100133039	260.1	252.3	47.5	152.4	50.7	412.6	197.8	269	197.3	333.1	156.9	262.1	317.5	308.2
LOC100133089	290.5	222	187.3	420	166	76.9	32.3	405.6	209.6	161	754.5	136.8	181.7	300.9
LOC100133130	518	776.1	892.7	283.2	976	458.9	302.7	425.6	544.1	182	501.9	834.1	344.3	623.2
LOC100133131	55	19.1	7.7	24.3	77.7	37.5	7	10.1	11.6	10	137	134.8	204.2	39.7
LOC100133315	137.6	121.2	55.3	185.3	159.2	229.1	100.2	193.5	149.8	79	425.6	69.2	381.3	16.3
LOC100133461	39.3	46.3	49	147.9	43.9	57.6	28.7	37.1	26.9	19.6	141.6	25	162	133.2
LOC100133669	118.2	236.7	136.3	225.6	113.4	155.6	44.9	185.6	73.9	106.7	741.8	141	124.3	198.9
LOC100133920	15.7	58	56.7	26.7	42	78.6	15.9	8.1	27.5	99.3	55.7	88.9	83	3.1
LOC100133985	50.3	94	13.8	21.3	83.6	10.4	15	13	5.2	15.1	98.1	46.9	159.4	102.3
LOC100134040	24.9	23.8	15.3	14.6	15.1	12.1	9.5	28.4	16	47.4	155.8	21	23.6	25.8
LOC100134368	19.4	28.9	9.4	10.2	27.6	204.1	13.3	17.3	5.8	124.3	81.1	154	158	129.5
LOC100134445	1703.5	1388.2	847.6	1587.9	485.1	1720.9	804.4	1245.5	832.9	716.9	1213.4	696.8	1136.6	647
LOC100134822	298	210.6	82.8	45.7	156.8	213.8	204.4	125.4	226.6	199.9	362.7	166.2	376.2	131.3
LOC100134937	176.3	128.4	157.9	103.3	113.8	240	150.8	125.1	63.7	25.5	304.1	83.9	49.8	251.6
LOC100147773	111.7	75.4	37.6	11.9	74.7	60.9	72.7	53	77	19.9	86.6	20.7	27.9	169.2
LOC100190986	1002.25	953.3	586.25	679.2	318.75	1285.15	453.7	639.75	462.35	252.9	697.25	264.15	932.85	429.65
LOC100240728	16.55	93.25	32	27.8	26.8	87.8	18.65	14.8	24.8	60.35	276.2	23.3	32.35	58.5
LOC100240734	170.4	163.2	107.5	174.8	80.4	75.1	142.4	145.8	83	105.8	143.3	70.9	13.9	51.2
LOC100268168	31.4	49.1	4.4	90.8	50.4	23.3	8.8	12.5	31	83.6	490.7	27	68.4	171.9
LOC100270804	89.6	139.8	97.8	123.3	82.3	75.5	117.3	71.5	97	121.1	454	26	186.7	42.8
LOC100271832	27	128.5	86	162.5	205.9	28.1	16.9	87.5	40.6	122.7	99.5	61.1	59.6	146.3
LOC100271840	5.9	19.7	7.5	1.9	9.1	14.6	12.3	56.8	5	5.2	434.2	42.5	11.2	4.6
LOC100272216	1457.8	989.1	468.5	687.9	375.5	1291.4	546.6	684.6	335.2	790.4	1035	339.3	586.1	673
LOC100272217	27.5	38	18.3	93.4	23.65	39.95	15.75	130.3	94	76.9	163.75	34.6	61.95	48.85
LOC100286922	42.8	30.9	51.8	122.6	95.8	15.2	79.5	25.8	36.4	23.7	101.5	16.7	165.6	142.9
LOC100286925	77.6	36.2	162.6	208.9	97.4	91.2	186.8	92.8	117.8	38.1	122.5	204.2	170.5	28.7
LOC100287015	100.45	154.7	95	152.7	202.75	92.4	136.5	207.75	114.25	32.2	209.55	83.3	72.7	67.55
LOC100287098	157.3	63.8	128.1	224.8	242.2	29.5	34.9	82.2	160	151.1	143.4	243.4	176.7	247.7
LOC100287210	203.6	184.2	137.7	99.4	99.8	172.8	122.4	120.1	135	182.1	572.9	204.8	96.6	170
LOC100287221	113.2	4.9	46.5	43.5	18.9	48.2	76.5	71.7	14.5	12.2	61.2	129.7	24.4	27
LOC100287290	101.65	83.75	26.5	32.25	39.9	94.45	73.2	75	92.05	52.25	148.6	26.85	114.8	73.4
LOC100287387	191.7	205.4	114.6	139.1	227.7	578.4	195	201.1	269.1	197.6	345.9	75	184.1	141.6
LOC100287497	257.1	221.1	310.8	382.2	507.5	139.5	97.7	169.1	90.7	252.8	329.2	260.1	341.2	347.9
LOC100287525	312.6	408.2	304.3	199.7	366.1	797.8	681.2	866.9	747.2	374.2	354	628.6	587.9	325.5
LOC100287590	232.1	136.6	260.3	275.6	237.5	200.9	216.2	316.6	201	132.3	142.3	13.9	148	142.3
LOC100287704	174.8	15.5	10.4	15.1	21.2	85.4	19.8	20.7	66.9	27.5	175.1	231.1	162.5	16.3
LOC100287808	22.1	26.3	19.8	8.8	91.9	185.4	96.4	150.3	123.1	21.4	709.9	23.1	157	41.7
LOC100287877	15.6	13.6	6	7.6	5.2	8.5	10.4	67.3	6.9	12.2	45.2	22.5	11.1	17.3
LOC100287896	463.5	273.5	375.3	343.7	287.4	612.6	456.9	457.6	510	305.1	427.7	259	415.2	276.6
LOC100288123	110.7	16.2	6.6	10	27.4	19.1	19.6	10.9	9	38	69.5	28	22.6	28.6
LOC100288152	654.1	211.2	324.7	664.9	362.6	1203.5	461.9	398.7	313.1	1030.7	2228.6	841.1	1306.1	308.8
LOC100288175	99.2	34.9	100.1	15.5	45.9	26.4	64.1	74.5	65.4	149.2	84.5	57.4	200.3	148.1
LOC100288181	15.9	56.5	19.4	23.8	6.3	37.6	10.9	8.1	7.6	23.1	55.3	9.7	16	17
LOC100288238	43	33.4	64.4	3.8	78.2	13.3	33.8	31.3	13.8	7.3	178.6	5.8	3.8	8
LOC100288310	7.6	79.9	49.6	8.7	11.3	23.5	30.3	19.1	119.7	30.2	57.3	31.9	16.7	23
LOC100288490	116.65	114.3	70.3	156.7	40.6	157.4	65.7	126.95	51.9	73.1	107.95	75.4	217	130.4
LOC100288570	299.1	264.8	273.5	349.5	129.5	535.7	177	190.7	187.3	507.5	307.3	301.7	380	354.2
LOC100288675	642.9	667.9	429.5	426	476.7	473.3	708.9	679.4	802.8	335.4	552.9	258.3	572.6	505.7
LOC100288721	6.1	5.3	3.8	3.2	45.6	60.7	52.9	4	2.7	8	96.8	4.6	5	57.1
LOC100288798	42.8	88.7	35.4	27.3	24.5	117.5	13.9	93.4	158.2	130.9	97.7	67.2	314.4	82.9
LOC100288860	328.1	66.4	89.7	30.2	18.2	96.8	258.4	153.3	104.5	224.2	500.2	36.2	312.3	27.9
LOC100288893	32.1	183	181.7	170.8	139	577.4	233.7	183	44.9	291	285	222.5	397.7	307.4
LOC100288911	2451.5	2078.95	1745.6	2001.15	2906.3	5524.7	4430.15	3383.1	2816.3	4081.25	4304.35	2738.15	3291	3159.15
LOC100288966	27.7	54.8	6.3	26.7	4.1	0.6	14.6	12.2	3.1	95.3	80.5	3.5	64.8	11.4
LOC100289019	160.3	122.2	356.2	248.7	209.5	344.8	130.2	283.9	215.2	257.8	647.6	259.4	315.4	439.6
LOC100289045	74.5	7.6	6.7	7.7	39.9	41.5	14.1	49.1	10.4	26	169.9	111.9	14.1	69.3
LOC100289058	191	158.3	158.4	196.6	81.9	302.7	103.8	148.7	78.2	374.7	600.2	199.6	438.1	216.3
LOC100289061	172	106.2	11.1	58.9	158.2	41.4	43.4	18.8	20.7	40.2	66.6	15.5	151.6	52
LOC100289092	291.6	146.7	270.3	213.2	213	39.1	270.5	170.9	62.7	25.1	67.2	67.5	49.1	115.5
LOC100289094	44.8	118.3	77.2	80.5	90.2	49.8	90.9	95.9	16.3	213.6	348.5	19.7	29.7	83.7
LOC100289098	424.5	485.4	580.2	655.7	547.4	607.1	437.1	1326.6	676	629.1	1197.2	447.3	765.5	409.8
LOC100289230	45.8	147.7	27.4	206.9	337	245.7	204.8	384.4	180.4	152.6	453.6	24.4	149.1	203.9
LOC100289283	69	70.3	56.2	87.4	37	325.5	232.5	279.7	174.2	26.2	140.8	26.5	72.5	37.3
LOC100289333	1120.7	930.4	857.1	776.7	735.6	1007	1139.4	1261.4	977	1238	978.5	921.4	908.1	790.3
LOC100289361	210.2	201.9	308.3	292.7	231.6	223.9	150.9	120.6	182	231.5	789.4	120.7	322.8	134
LOC100289473	86.8	197.6	105.6	113.3	235.9	115.1	171.4	50.3	30.3	132.1	685.9	46	274.1	157.3
LOC100289495	46.9	32.2	50.6	41.9	74.8	70.1	191.8	129.6	39.4	380.1	542.4	58.9	77.5	183.6
LOC100291323	216.5	183.8	87.4	76.8	148.4	241	131.2	169.1	121.8	75.8	121.8	200.7	70.2	128.8
LOC100291666	78.9	10.3	48	44.5	88.7	58.5	68.6	87.8	8.6	140.1	289.6	91.2	42.7	116.4
LOC100293211	25.2	20.7	11.8	63	68.65	18.6	19.65	35.4	11.9	32.8	126.05	29.85	18	65.9
LOC100294145	209.9	81	6	131.6	85.4	104.7	151.2	87.3	65	183.3	165.4	241.6	223.8	74.6
LOC100294362	86.9	26.9	38.8	7.1	13	38.6	14.4	6.6	3.1	15.5	376.4	97.8	99.9	88.9
LOC100310756	547.5	545.9	775.9	614.2	583.2	546.1	589	620.2	424	414.3	698.3	390.6	853	601.8
LOC100379224	54.1	48.2	53.6	52.3	71.7	69.5	7.8	77.1	107.3	33.4	93	145	92.9	112.4
LOC100422212	71.8	52	6.6	8.3	40.2	28.7	49.8	80.3	63	32.4	57.5	10.1	4.6	3.5
LOC100422737	17.65	21.15	31.8	15.7	51	24.8	32.2	10.7	26.15	27.5	51.5	54.7	54.35	25.15
LOC100422781	178.4	19.5	21.2	32.6	18.2	207.3	243.2	216.1	257.7	27.6	92.6	19.2	117.3	159.9
LOC100499194	76.9	38.2	10.3	8	27.4	20.3	23.3	23.9	35.7	199.4	64.2	38	44.5	36.9
LOC100499489	156.05	356.65	160.45	177.4	134.3	144.5	71.8	323	122.35	205.35	113.75	189.3	196.65	254.1
LOC100505474	12.9	73.6	13.3	7.7	13.3	103.6	23.4	15.9	30.5	29.2	130.7	42.4	36.1	27.7
LOC100505478	57.3	96.8	347.3	74.5	223.1	114.9	60.8	40.1	15.6	84.8	517.1	3.8	110.4	50.6
LOC100505498	118.8	65.75	152.45	97.25	94.5	177.45	168.55	65.45	118.15	165.15	512.7	48.05	360.15	179.1
LOC100505501	467.3	7.5	429.1	349.2	284.8	206.7	527	128.4	307.1	21.9	40.3	420	104.4	8.5
LOC100505515	134.4	179.9	61.2	256.8	24.1	43.6	29.8	33.9	32.7	150.9	858.4	41.4	153.3	20.1
LOC100505534	12.9	7.7	5	8.7	15.7	13.9	7.4	4.5	9	10.2	54.2	8	27.7	4.5
LOC100505540	76.5	161	88.9	131.8	137.2	158.5	139.9	74.2	74.6	118.1	419.7	69	144.4	26.9
LOC100505549	171.9	158.25	101.4	148.75	112.95	183.5	116.8	184.35	215.65	88.9	132.5	125.45	126.5	168.05
